"Notes"	"Census Division"	"Census Division Code"	"Year"	"Year Code"	"Mother's Education"	"Mother's Education Code"	Births
	"Division 4: West North Central"	"CENS-D4"	"2018"	"2018"	"Associate degree (AA, AS)"	"5"	28601
	"Division 4: West North Central"	"CENS-D4"	"2018"	"2018"	"Bachelor's degree (BA, AB, BS)"	"6"	62197
	"Division 4: West North Central"	"CENS-D4"	"2018"	"2018"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	24125
	"Division 4: West North Central"	"CENS-D4"	"2018"	"2018"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	7364
	"Division 4: West North Central"	"CENS-D4"	"2018"	"2018"	"Unknown or Not Stated"	"Unk"	1058
	"Division 4: West North Central"	"CENS-D4"	"2018"	"2018"	"Excluded"	"Exc"	0
	"Division 4: West North Central"	"CENS-D4"	"2018"	"2018"	"Not Reported"	"NR"	0
"Total"	"Division 4: West North Central"	"CENS-D4"	"2018"	"2018"			262676
	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"	"8th grade or less"	"1"	8336
	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"	"9th through 12th grade with no diploma"	"2"	20424
	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"	"High school graduate or GED completed"	"3"	57063
	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"	"Some college credit, but not a degree"	"4"	50145
	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"	"Associate degree (AA, AS)"	"5"	27456
	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"	"Bachelor's degree (BA, AB, BS)"	"6"	61295
	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	24601
	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	7532
	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"	"Unknown or Not Stated"	"Unk"	1004
	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"	"Excluded"	"Exc"	0
	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"	"Not Reported"	"NR"	0
"Total"	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"			257856
	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"8th grade or less"	"1"	8019
	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"9th through 12th grade with no diploma"	"2"	19416
	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"High school graduate or GED completed"	"3"	56410
	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"Some college credit, but not a degree"	"4"	47000
	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"Associate degree (AA, AS)"	"5"	25965
	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"Bachelor's degree (BA, AB, BS)"	"6"	59472
	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	23738
	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	7480
	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"Unknown or Not Stated"	"Unk"	1028
	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"Excluded"	"Exc"	0
	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"Not Reported"	"NR"	0
"Total"	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"			248528
	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"8th grade or less"	"1"	7917
	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"9th through 12th grade with no diploma"	"2"	18425
	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"High school graduate or GED completed"	"3"	56237
	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"Some college credit, but not a degree"	"4"	45462
	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"Associate degree (AA, AS)"	"5"	26379
	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"Bachelor's degree (BA, AB, BS)"	"6"	62717
	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	25377
	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	7903
	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"Unknown or Not Stated"	"Unk"	1091
	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"Excluded"	"Exc"	0
	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"Not Reported"	"NR"	0
"Total"	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"			251508
	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"	"8th grade or less"	"1"	8429
	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"	"9th through 12th grade with no diploma"	"2"	18152
	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"	"High school graduate or GED completed"	"3"	56371
	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"	"Some college credit, but not a degree"	"4"	43658
	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"	"Associate degree (AA, AS)"	"5"	25865
	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"	"Bachelor's degree (BA, AB, BS)"	"6"	61951
	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	25327
	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	8030
	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"	"Unknown or Not Stated"	"Unk"	1237
	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"	"Excluded"	"Exc"	0
	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"	"Not Reported"	"NR"	0
"Total"	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"			249020
	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"	"8th grade or less"	"1"	8512
	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"	"9th through 12th grade with no diploma"	"2"	18206
	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"	"High school graduate or GED completed"	"3"	55631
	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"	"Some college credit, but not a degree"	"4"	41311
	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"	"Associate degree (AA, AS)"	"5"	24883
	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"	"Bachelor's degree (BA, AB, BS)"	"6"	60923
	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	24960
	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	8139
	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"	"Unknown or Not Stated"	"Unk"	1349
	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"	"Excluded"	"Exc"	0
	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"	"Not Reported"	"NR"	0
"Total"	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"			243914
"Total"	"Division 4: West North Central"	"CENS-D4"					4531735
	"Division 5: South Atlantic"	"CENS-D5"	"2007"	"2007"	"8th grade or less"	"1"	17445
	"Division 5: South Atlantic"	"CENS-D5"	"2007"	"2007"	"9th through 12th grade with no diploma"	"2"	49308
	"Division 5: South Atlantic"	"CENS-D5"	"2007"	"2007"	"High school graduate or GED completed"	"3"	92858
	"Division 5: South Atlantic"	"CENS-D5"	"2007"	"2007"	"Some college credit, but not a degree"	"4"	58689
	"Division 5: South Atlantic"	"CENS-D5"	"2007"	"2007"	"Associate degree (AA, AS)"	"5"	25217
	"Division 5: South Atlantic"	"CENS-D5"	"2007"	"2007"	"Bachelor's degree (BA, AB, BS)"	"6"	46001
	"Division 5: South Atlantic"	"CENS-D5"	"2007"	"2007"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	15480
	"Division 5: South Atlantic"	"CENS-D5"	"2007"	"2007"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	4116
	"Division 5: South Atlantic"	"CENS-D5"	"2007"	"2007"	"Unknown or Not Stated"	"Unk"	5096
	"Division 5: South Atlantic"	"CENS-D5"	"2007"	"2007"	"Excluded"	"Exc"	500011
	"Division 5: South Atlantic"	"CENS-D5"	"2007"	"2007"	"Not Reported"	"NR"	0
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2007"	"2007"			814221
	"Division 5: South Atlantic"	"CENS-D5"	"2008"	"2008"	"8th grade or less"	"1"	23929
	"Division 5: South Atlantic"	"CENS-D5"	"2008"	"2008"	"9th through 12th grade with no diploma"	"2"	70438
	"Division 5: South Atlantic"	"CENS-D5"	"2008"	"2008"	"High school graduate or GED completed"	"3"	133103
	"Division 5: South Atlantic"	"CENS-D5"	"2008"	"2008"	"Some college credit, but not a degree"	"4"	82603
	"Division 5: South Atlantic"	"CENS-D5"	"2008"	"2008"	"Associate degree (AA, AS)"	"5"	32087
	"Division 5: South Atlantic"	"CENS-D5"	"2008"	"2008"	"Bachelor's degree (BA, AB, BS)"	"6"	68279
	"Division 5: South Atlantic"	"CENS-D5"	"2008"	"2008"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	24875
	"Division 5: South Atlantic"	"CENS-D5"	"2008"	"2008"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	5824
	"Division 5: South Atlantic"	"CENS-D5"	"2008"	"2008"	"Unknown or Not Stated"	"Unk"	12071
	"Division 5: South Atlantic"	"CENS-D5"	"2008"	"2008"	"Excluded"	"Exc"	345445
	"Division 5: South Atlantic"	"CENS-D5"	"2008"	"2008"	"Not Reported"	"NR"	0
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2008"	"2008"			798654
	"Division 5: South Atlantic"	"CENS-D5"	"2009"	"2009"	"8th grade or less"	"1"	21401
	"Division 5: South Atlantic"	"CENS-D5"	"2009"	"2009"	"9th through 12th grade with no diploma"	"2"	65847
	"Division 5: South Atlantic"	"CENS-D5"	"2009"	"2009"	"High school graduate or GED completed"	"3"	127153
	"Division 5: South Atlantic"	"CENS-D5"	"2009"	"2009"	"Some college credit, but not a degree"	"4"	80534
	"Division 5: South Atlantic"	"CENS-D5"	"2009"	"2009"	"Associate degree (AA, AS)"	"5"	31173
	"Division 5: South Atlantic"	"CENS-D5"	"2009"	"2009"	"Bachelor's degree (BA, AB, BS)"	"6"	66075
	"Division 5: South Atlantic"	"CENS-D5"	"2009"	"2009"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	24155
	"Division 5: South Atlantic"	"CENS-D5"	"2009"	"2009"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	5751
	"Division 5: South Atlantic"	"CENS-D5"	"2009"	"2009"	"Unknown or Not Stated"	"Unk"	12861
	"Division 5: South Atlantic"	"CENS-D5"	"2009"	"2009"	"Excluded"	"Exc"	337271
	"Division 5: South Atlantic"	"CENS-D5"	"2009"	"2009"	"Not Reported"	"NR"	0
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2009"	"2009"			772221
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"8th grade or less"	"1"	22510
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"9th through 12th grade with no diploma"	"2"	67598
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"High school graduate or GED completed"	"3"	141553
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"Some college credit, but not a degree"	"4"	95404
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"Associate degree (AA, AS)"	"5"	35523
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"Bachelor's degree (BA, AB, BS)"	"6"	83129
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	34443
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	9659
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"Unknown or Not Stated"	"Unk"	11390
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"Excluded"	"Exc"	245822
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"Not Reported"	"NR"	0
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"			747031
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"8th grade or less"	"1"	26609
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"9th through 12th grade with no diploma"	"2"	80047
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"High school graduate or GED completed"	"3"	165749
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"Some college credit, but not a degree"	"4"	124018
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"Associate degree (AA, AS)"	"5"	46579
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"Bachelor's degree (BA, AB, BS)"	"6"	106703
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	45004
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	12584
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"Unknown or Not Stated"	"Unk"	9957
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"Excluded"	"Exc"	123369
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"Not Reported"	"NR"	0
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"			740619
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"8th grade or less"	"1"	24303
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"9th through 12th grade with no diploma"	"2"	75865
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"High school graduate or GED completed"	"3"	164071
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"Some college credit, but not a degree"	"4"	126514
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"Associate degree (AA, AS)"	"5"	47268
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"Bachelor's degree (BA, AB, BS)"	"6"	107395
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	46732
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	13261
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"Unknown or Not Stated"	"Unk"	8310
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"Excluded"	"Exc"	123840
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"Not Reported"	"NR"	0
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"			737559
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"8th grade or less"	"1"	25647
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"9th through 12th grade with no diploma"	"2"	77440
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"High school graduate or GED completed"	"3"	190672
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"Some college credit, but not a degree"	"4"	145538
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"Associate degree (AA, AS)"	"5"	55864
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"Bachelor's degree (BA, AB, BS)"	"6"	132350
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	61586
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	16514
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"Unknown or Not Stated"	"Unk"	8560
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"Excluded"	"Exc"	20825
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"Not Reported"	"NR"	0
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"			734996
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"8th grade or less"	"1"	25670
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"9th through 12th grade with no diploma"	"2"	77490
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"High school graduate or GED completed"	"3"	199437
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"Some college credit, but not a degree"	"4"	154463
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"Associate degree (AA, AS)"	"5"	59011
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"Bachelor's degree (BA, AB, BS)"	"6"	139811
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	65562
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	18650
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"Unknown or Not Stated"	"Unk"	7448
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"Excluded"	"Exc"	0
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"Not Reported"	"NR"	0
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"			747542
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"8th grade or less"	"1"	26092
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"9th through 12th grade with no diploma"	"2"	74761
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"High school graduate or GED completed"	"3"	200083
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"Some college credit, but not a degree"	"4"	153507
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"Associate degree (AA, AS)"	"5"	60384
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"Bachelor's degree (BA, AB, BS)"	"6"	144136
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	67097
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	18928
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"Unknown or Not Stated"	"Unk"	7135
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"Excluded"	"Exc"	0
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"Not Reported"	"NR"	0
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"			752123
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"8th grade or less"	"1"	24857
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"9th through 12th grade with no diploma"	"2"	71567
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"High school graduate or GED completed"	"3"	201334
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"Some college credit, but not a degree"	"4"	149792
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"Associate degree (AA, AS)"	"5"	62005
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"Bachelor's degree (BA, AB, BS)"	"6"	146629
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	67479
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	19376
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"Unknown or Not Stated"	"Unk"	5671
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"Excluded"	"Exc"	0
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"Not Reported"	"NR"	0
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"			748710
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"8th grade or less"	"1"	23745
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"9th through 12th grade with no diploma"	"2"	68007
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"High school graduate or GED completed"	"3"	202771
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"Some college credit, but not a degree"	"4"	146747
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"Associate degree (AA, AS)"	"5"	62455
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"Bachelor's degree (BA, AB, BS)"	"6"	145911
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	66801
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	19417
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"Unknown or Not Stated"	"Unk"	5295
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"Excluded"	"Exc"	0
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"Not Reported"	"NR"	0
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"			741149
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"8th grade or less"	"1"	22613
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"9th through 12th grade with no diploma"	"2"	64314
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"High school graduate or GED completed"	"3"	201372
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"Some college credit, but not a degree"	"4"	141100
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"Associate degree (AA, AS)"	"5"	63230
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"Bachelor's degree (BA, AB, BS)"	"6"	146791
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	67667
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	19632
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"Unknown or Not Stated"	"Unk"	5622
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"Excluded"	"Exc"	0
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"Not Reported"	"NR"	0
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"			732341
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"8th grade or less"	"1"	22476
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"9th through 12th grade with no diploma"	"2"	61665
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"High school graduate or GED completed"	"3"	203429
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"Some college credit, but not a degree"	"4"	136091
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"Associate degree (AA, AS)"	"5"	63292
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"Bachelor's degree (BA, AB, BS)"	"6"	147311
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	67793
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	19878
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"Unknown or Not Stated"	"Unk"	5585
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"Excluded"	"Exc"	0
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"Not Reported"	"NR"	0
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"			727520
	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"	"8th grade or less"	"1"	21976
	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"	"9th through 12th grade with no diploma"	"2"	57659
	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"	"High school graduate or GED completed"	"3"	198433
	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"	"Some college credit, but not a degree"	"4"	128382
	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"	"Associate degree (AA, AS)"	"5"	61718
	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"	"Bachelor's degree (BA, AB, BS)"	"6"	145058
	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	67215
	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	19802
	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"	"Unknown or Not Stated"	"Unk"	4227
	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"	"Excluded"	"Exc"	0
	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"	"Not Reported"	"NR"	0
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"			704470
	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"8th grade or less"	"1"	21380
	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"9th through 12th grade with no diploma"	"2"	54653
	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"High school graduate or GED completed"	"3"	199414
	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"Some college credit, but not a degree"	"4"	125920
	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"Associate degree (AA, AS)"	"5"	64220
	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"Bachelor's degree (BA, AB, BS)"	"6"	153405
	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	72921
	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	21393
	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"Unknown or Not Stated"	"Unk"	5128
