"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Birthplace"	"Birthplace Code"	Births
	"South Carolina"	"45"	"2018"	"2018"	"Freestanding Birth Center"	"2"	529
	"South Carolina"	"45"	"2018"	"2018"	"Residence"	"4"	393
	"South Carolina"	"45"	"2018"	"2018"	"Other"	"5"	12
	"South Carolina"	"45"	"2018"	"2018"	"Unknown or Not Stated"	"9"	0
	"South Carolina"	"45"	"2019"	"2019"	"In Hospital"	"1"	56224
	"South Carolina"	"45"	"2019"	"2019"	"Freestanding Birth Center"	"2"	443
	"South Carolina"	"45"	"2019"	"2019"	"Residence"	"4"	361
	"South Carolina"	"45"	"2019"	"2019"	"Unknown or Not Stated"	"9"	0
	"South Carolina"	"45"	"2020"	"2020"	"In Hospital"	"1"	54771
	"South Carolina"	"45"	"2020"	"2020"	"Freestanding Birth Center"	"2"	340
	"South Carolina"	"45"	"2020"	"2020"	"Residence"	"4"	577
	"South Carolina"	"45"	"2020"	"2020"	"Other"	"5"	12
	"South Carolina"	"45"	"2021"	"2021"	"In Hospital"	"1"	56064
	"South Carolina"	"45"	"2021"	"2021"	"Freestanding Birth Center"	"2"	346
	"South Carolina"	"45"	"2021"	"2021"	"Residence"	"4"	743
	"South Carolina"	"45"	"2021"	"2021"	"Other"	"5"	24
	"South Carolina"	"45"	"2022"	"2022"	"In Hospital"	"1"	56506
	"South Carolina"	"45"	"2022"	"2022"	"Freestanding Birth Center"	"2"	356
	"South Carolina"	"45"	"2022"	"2022"	"Residence"	"4"	918
	"South Carolina"	"45"	"2022"	"2022"	"Other"	"5"	38
	"South Carolina"	"45"	"2022"	"2022"	"Unknown or Not Stated"	"9"	0
	"South Carolina"	"45"	"2023"	"2023"	"In Hospital"	"1"	56416
	"South Carolina"	"45"	"2023"	"2023"	"Freestanding Birth Center"	"2"	407
	"South Carolina"	"45"	"2023"	"2023"	"Residence"	"4"	874
	"South Carolina"	"45"	"2023"	"2023"	"Other"	"5"	30
	"Texas"	"48"	"2010"	"2010"	"In Hospital"	"1"	382400
	"Texas"	"48"	"2010"	"2010"	"Freestanding Birth Center"	"2"	1828
	"Texas"	"48"	"2010"	"2010"	"Residence"	"4"	1834
	"Texas"	"48"	"2010"	"2010"	"Other"	"5"	46
	"Texas"	"48"	"2011"	"2011"	"In Hospital"	"1"	373511
	"Texas"	"48"	"2011"	"2011"	"Freestanding Birth Center"	"2"	1995
	"Texas"	"48"	"2011"	"2011"	"Residence"	"4"	1887
	"Texas"	"48"	"2011"	"2011"	"Other"	"5"	49
	"Texas"	"48"	"2011"	"2011"	"Unknown or Not Stated"	"9"	0
	"Texas"	"48"	"2012"	"2012"	"In Hospital"	"1"	378304
	"Texas"	"48"	"2012"	"2012"	"Freestanding Birth Center"	"2"	2309
	"Texas"	"48"	"2012"	"2012"	"Residence"	"4"	2057
	"Texas"	"48"	"2012"	"2012"	"Other"	"5"	52
	"Texas"	"48"	"2013"	"2013"	"In Hospital"	"1"	382725
	"Texas"	"48"	"2013"	"2013"	"Freestanding Birth Center"	"2"	2564
	"Texas"	"48"	"2013"	"2013"	"Residence"	"4"	2011
	"Texas"	"48"	"2013"	"2013"	"Other"	"5"	37
	"Texas"	"48"	"2014"	"2014"	"In Hospital"	"1"	394284
	"Texas"	"48"	"2014"	"2014"	"Freestanding Birth Center"	"2"	3001
	"Texas"	"48"	"2014"	"2014"	"Residence"	"4"	2424
	"Texas"	"48"	"2014"	"2014"	"Other"	"5"	50
	"Texas"	"48"	"2015"	"2015"	"In Hospital"	"1"	398159
	"Texas"	"48"	"2015"	"2015"	"Freestanding Birth Center"	"2"	3101
	"Texas"	"48"	"2015"	"2015"	"Residence"	"4"	2295
	"Texas"	"48"	"2015"	"2015"	"Other"	"5"	62
	"Texas"	"48"	"2015"	"2015"	"Unknown or Not Stated"	"9"	0
	"Texas"	"48"	"2016"	"2016"	"In Hospital"	"1"	392471
	"Texas"	"48"	"2016"	"2016"	"Freestanding Birth Center"	"2"	3181
	"Texas"	"48"	"2016"	"2016"	"Residence"	"4"	2316
	"Texas"	"48"	"2016"	"2016"	"Other"	"5"	75
	"Texas"	"48"	"2016"	"2016"	"Unknown or Not Stated"	"9"	0
	"Texas"	"48"	"2017"	"2017"	"In Hospital"	"1"	376488
	"Texas"	"48"	"2017"	"2017"	"Freestanding Birth Center"	"2"	3117
	"Texas"	"48"	"2017"	"2017"	"Residence"	"4"	2378
	"Texas"	"48"	"2017"	"2017"	"Other"	"5"	60
	"Texas"	"48"	"2018"	"2018"	"In Hospital"	"1"	373168
	"Texas"	"48"	"2018"	"2018"	"Freestanding Birth Center"	"2"	2973
	"Texas"	"48"	"2018"	"2018"	"Residence"	"4"	2428
	"Texas"	"48"	"2018"	"2018"	"Other"	"5"	30
	"Texas"	"48"	"2018"	"2018"	"Unknown or Not Stated"	"9"	21
	"Texas"	"48"	"2019"	"2019"	"In Hospital"	"1"	372156
	"Texas"	"48"	"2019"	"2019"	"Freestanding Birth Center"	"2"	2809
	"Texas"	"48"	"2019"	"2019"	"Clinic/Doctor's Office"	"3"	0
	"Texas"	"48"	"2019"	"2019"	"Residence"	"4"	2618
	"Texas"	"48"	"2020"	"2020"	"In Hospital"	"1"	361694
	"Texas"	"48"	"2020"	"2020"	"Freestanding Birth Center"	"2"	3418
	"Texas"	"48"	"2020"	"2020"	"Residence"	"4"	3064
	"Texas"	"48"	"2021"	"2021"	"In Hospital"	"1"	366013
	"Texas"	"48"	"2021"	"2021"	"Freestanding Birth Center"	"2"	3805
	"Texas"	"48"	"2021"	"2021"	"Clinic/Doctor's Office"	"3"	0
	"Texas"	"48"	"2021"	"2021"	"Residence"	"4"	3765
	"Texas"	"48"	"2022"	"2022"	"In Hospital"	"1"	381702
	"Texas"	"48"	"2022"	"2022"	"Freestanding Birth Center"	"2"	4054
	"Texas"	"48"	"2022"	"2022"	"Residence"	"4"	3970
	"Texas"	"48"	"2022"	"2022"	"Other"	"5"	10
	"Texas"	"48"	"2023"	"2023"	"In Hospital"	"1"	379794
	"Texas"	"48"	"2023"	"2023"	"Freestanding Birth Center"	"2"	3987
	"Texas"	"48"	"2023"	"2023"	"Residence"	"4"	4151
	"Washington"	"53"	"2010"	"2010"	"In Hospital"	"1"	83946
	"Washington"	"53"	"2010"	"2010"	"Freestanding Birth Center"	"2"	939
	"Washington"	"53"	"2010"	"2010"	"Residence"	"4"	1618
	"Washington"	"53"	"2010"	"2010"	"Other"	"5"	31
	"Washington"	"53"	"2010"	"2010"	"Unknown or Not Stated"	"9"	0
	"Washington"	"53"	"2011"	"2011"	"In Hospital"	"1"	84201
	"Washington"	"53"	"2011"	"2011"	"Freestanding Birth Center"	"2"	1095
	"Washington"	"53"	"2011"	"2011"	"Residence"	"4"	1635
	"Washington"	"53"	"2011"	"2011"	"Other"	"5"	44
	"Washington"	"53"	"2011"	"2011"	"Unknown or Not Stated"	"9"	0
	"Washington"	"53"	"2012"	"2012"	"In Hospital"	"1"	84453
	"Washington"	"53"	"2012"	"2012"	"Freestanding Birth Center"	"2"	1182
	"Washington"	"53"	"2012"	"2012"	"Residence"	"4"	1743
	"Washington"	"53"	"2012"	"2012"	"Other"	"5"	80
	"Washington"	"53"	"2012"	"2012"	"Unknown or Not Stated"	"9"	0
	"Washington"	"53"	"2013"	"2013"	"In Hospital"	"1"	83365
	"Washington"	"53"	"2013"	"2013"	"Freestanding Birth Center"	"2"	1273
	"Washington"	"53"	"2013"	"2013"	"Residence"	"4"	1856
	"Washington"	"53"	"2013"	"2013"	"Other"	"5"	80
	"Washington"	"53"	"2013"	"2013"	"Unknown or Not Stated"	"9"	0
	"Washington"	"53"	"2014"	"2014"	"In Hospital"	"1"	85159
	"Washington"	"53"	"2014"	"2014"	"Freestanding Birth Center"	"2"	1304
	"Washington"	"53"	"2014"	"2014"	"Residence"	"4"	2049
	"Washington"	"53"	"2014"	"2014"	"Other"	"5"	66
	"Washington"	"53"	"2014"	"2014"	"Unknown or Not Stated"	"9"	0
	"Washington"	"53"	"2015"	"2015"	"In Hospital"	"1"	85461
	"Washington"	"53"	"2015"	"2015"	"Freestanding Birth Center"	"2"	1421
	"Washington"	"53"	"2015"	"2015"	"Residence"	"4"	2029
	"Washington"	"53"	"2015"	"2015"	"Other"	"5"	77
	"Washington"	"53"	"2016"	"2016"	"In Hospital"	"1"	87009
	"Washington"	"53"	"2016"	"2016"	"Freestanding Birth Center"	"2"	1463
	"Washington"	"53"	"2016"	"2016"	"Residence"	"4"	1926
	"Washington"	"53"	"2016"	"2016"	"Other"	"5"	100
	"Washington"	"53"	"2017"	"2017"	"In Hospital"	"1"	84265
	"Washington"	"53"	"2017"	"2017"	"Freestanding Birth Center"	"2"	1351
	"Washington"	"53"	"2017"	"2017"	"Residence"	"4"	1877
	"Washington"	"53"	"2017"	"2017"	"Other"	"5"	56
	"Washington"	"53"	"2018"	"2018"	"In Hospital"	"1"	82848
	"Washington"	"53"	"2018"	"2018"	"Freestanding Birth Center"	"2"	1301
	"Washington"	"53"	"2018"	"2018"	"Clinic/Doctor's Office"	"3"	13
	"Washington"	"53"	"2018"	"2018"	"Residence"	"4"	1822
	"Washington"	"53"	"2018"	"2018"	"Other"	"5"	100
	"Washington"	"53"	"2019"	"2019"	"In Hospital"	"1"	81831
	"Washington"	"53"	"2019"	"2019"	"Freestanding Birth Center"	"2"	1230
	"Washington"	"53"	"2019"	"2019"	"Residence"	"4"	1745
	"Washington"	"53"	"2019"	"2019"	"Other"	"5"	85
	"Washington"	"53"	"2020"	"2020"	"In Hospital"	"1"	79456
	"Washington"	"53"	"2020"	"2020"	"Freestanding Birth Center"	"2"	1403
	"Washington"	"53"	"2020"	"2020"	"Residence"	"4"	2140
	"Washington"	"53"	"2020"	"2020"	"Other"	"5"	78
	"Washington"	"53"	"2021"	"2021"	"In Hospital"	"1"	80108
	"Washington"	"53"	"2021"	"2021"	"Freestanding Birth Center"	"2"	1598
	"Washington"	"53"	"2021"	"2021"	"Residence"	"4"	2116
	"Washington"	"53"	"2021"	"2021"	"Other"	"5"	85
	"Washington"	"53"	"2022"	"2022"	"In Hospital"	"1"	79436
	"Washington"	"53"	"2022"	"2022"	"Freestanding Birth Center"	"2"	1670
	"Washington"	"53"	"2022"	"2022"	"Residence"	"4"	2127
	"Washington"	"53"	"2022"	"2022"	"Other"	"5"	93
	"Washington"	"53"	"2023"	"2023"	"In Hospital"	"1"	77137
	"Washington"	"53"	"2023"	"2023"	"Freestanding Birth Center"	"2"	1761
	"Washington"	"53"	"2023"	"2023"	"Residence"	"4"	1929
	"Washington"	"53"	"2023"	"2023"	"Other"	"5"	98
"---"
"Dataset: Natality, 2007-2023"
"Query Parameters:"
"States: Arizona (04); Arkansas (05); California (06); Florida (12); Georgia (13); Illinois (17); Indiana (18); Maryland (24);"
"Michigan (26); Missouri (29); New Jersey (34); New York (36); North Carolina (37); Ohio (39); Oklahoma (40); Pennsylvania (42);"
"South Carolina (45); Texas (48); Washington (53)"
"Year: 2010; 2011; 2012; 2013; 2014; 2015; 2016; 2017; 2018; 2019; 2020; 2021; 2022; 2023"
"Group By: State; Year; Birthplace"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: False"
"Calculate Rates Per: 1,000"
"Population Option: No populations shown because rates were not selected."
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality.html for more information."
"---"
"Query Date: Mar 25, 2025 1:15:51 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2007-2023, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-current.html on Mar 25, 2025 1:15:51 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with suppressed Births are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
