"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Tobacco Use"	"Tobacco Use Code"	Births
	"South Carolina"	"45"	"2022"	"2022"	"Not Reported"	"10"	0
"Total"	"South Carolina"	"45"	"2022"	"2022"			57820
	"South Carolina"	"45"	"2023"	"2023"	"Yes"	"1"	1813
	"South Carolina"	"45"	"2023"	"2023"	"No"	"2"	55639
	"South Carolina"	"45"	"2023"	"2023"	"Unknown or Not Stated"	"9"	277
	"South Carolina"	"45"	"2023"	"2023"	"Not Reported"	"10"	0
"Total"	"South Carolina"	"45"	"2023"	"2023"			57729
"Total"	"South Carolina"	"45"					801967
	"Texas"	"48"	"2010"	"2010"	"Yes"	"1"	18794
	"Texas"	"48"	"2010"	"2010"	"No"	"2"	366816
	"Texas"	"48"	"2010"	"2010"	"Unknown or Not Stated"	"9"	508
	"Texas"	"48"	"2010"	"2010"	"Not Reported"	"10"	0
"Total"	"Texas"	"48"	"2010"	"2010"			386118
	"Texas"	"48"	"2011"	"2011"	"Yes"	"1"	17516
	"Texas"	"48"	"2011"	"2011"	"No"	"2"	359721
	"Texas"	"48"	"2011"	"2011"	"Unknown or Not Stated"	"9"	208
	"Texas"	"48"	"2011"	"2011"	"Not Reported"	"10"	0
"Total"	"Texas"	"48"	"2011"	"2011"			377445
	"Texas"	"48"	"2012"	"2012"	"Yes"	"1"	16965
	"Texas"	"48"	"2012"	"2012"	"No"	"2"	365593
	"Texas"	"48"	"2012"	"2012"	"Unknown or Not Stated"	"9"	169
	"Texas"	"48"	"2012"	"2012"	"Not Reported"	"10"	0
"Total"	"Texas"	"48"	"2012"	"2012"			382727
	"Texas"	"48"	"2013"	"2013"	"Yes"	"1"	16807
	"Texas"	"48"	"2013"	"2013"	"No"	"2"	370353
	"Texas"	"48"	"2013"	"2013"	"Unknown or Not Stated"	"9"	180
	"Texas"	"48"	"2013"	"2013"	"Not Reported"	"10"	0
"Total"	"Texas"	"48"	"2013"	"2013"			387340
	"Texas"	"48"	"2014"	"2014"	"Yes"	"1"	15687
	"Texas"	"48"	"2014"	"2014"	"No"	"2"	383953
	"Texas"	"48"	"2014"	"2014"	"Unknown or Not Stated"	"9"	126
	"Texas"	"48"	"2014"	"2014"	"Not Reported"	"10"	0
"Total"	"Texas"	"48"	"2014"	"2014"			399766
	"Texas"	"48"	"2015"	"2015"	"Yes"	"1"	14521
	"Texas"	"48"	"2015"	"2015"	"No"	"2"	388997
	"Texas"	"48"	"2015"	"2015"	"Unknown or Not Stated"	"9"	100
	"Texas"	"48"	"2015"	"2015"	"Not Reported"	"10"	0
"Total"	"Texas"	"48"	"2015"	"2015"			403618
	"Texas"	"48"	"2016"	"2016"	"Yes"	"1"	12978
	"Texas"	"48"	"2016"	"2016"	"No"	"2"	384993
	"Texas"	"48"	"2016"	"2016"	"Unknown or Not Stated"	"9"	76
	"Texas"	"48"	"2016"	"2016"	"Not Reported"	"10"	0
"Total"	"Texas"	"48"	"2016"	"2016"			398047
	"Texas"	"48"	"2017"	"2017"	"Yes"	"1"	11394
	"Texas"	"48"	"2017"	"2017"	"No"	"2"	370554
	"Texas"	"48"	"2017"	"2017"	"Unknown or Not Stated"	"9"	102
	"Texas"	"48"	"2017"	"2017"	"Not Reported"	"10"	0
"Total"	"Texas"	"48"	"2017"	"2017"			382050
	"Texas"	"48"	"2018"	"2018"	"Yes"	"1"	10239
	"Texas"	"48"	"2018"	"2018"	"No"	"2"	368310
	"Texas"	"48"	"2018"	"2018"	"Unknown or Not Stated"	"9"	75
	"Texas"	"48"	"2018"	"2018"	"Not Reported"	"10"	0
"Total"	"Texas"	"48"	"2018"	"2018"			378624
	"Texas"	"48"	"2019"	"2019"	"Yes"	"1"	9206
	"Texas"	"48"	"2019"	"2019"	"No"	"2"	367891
	"Texas"	"48"	"2019"	"2019"	"Unknown or Not Stated"	"9"	502
	"Texas"	"48"	"2019"	"2019"	"Not Reported"	"10"	0
"Total"	"Texas"	"48"	"2019"	"2019"			377599
	"Texas"	"48"	"2020"	"2020"	"Yes"	"1"	7884
	"Texas"	"48"	"2020"	"2020"	"No"	"2"	359814
	"Texas"	"48"	"2020"	"2020"	"Unknown or Not Stated"	"9"	492
	"Texas"	"48"	"2020"	"2020"	"Not Reported"	"10"	0
"Total"	"Texas"	"48"	"2020"	"2020"			368190
	"Texas"	"48"	"2021"	"2021"	"Yes"	"1"	6317
	"Texas"	"48"	"2021"	"2021"	"No"	"2"	366385
	"Texas"	"48"	"2021"	"2021"	"Unknown or Not Stated"	"9"	892
	"Texas"	"48"	"2021"	"2021"	"Not Reported"	"10"	0
"Total"	"Texas"	"48"	"2021"	"2021"			373594
	"Texas"	"48"	"2022"	"2022"	"Yes"	"1"	5088
	"Texas"	"48"	"2022"	"2022"	"No"	"2"	383520
	"Texas"	"48"	"2022"	"2022"	"Unknown or Not Stated"	"9"	1133
	"Texas"	"48"	"2022"	"2022"	"Not Reported"	"10"	0
"Total"	"Texas"	"48"	"2022"	"2022"			389741
	"Texas"	"48"	"2023"	"2023"	"Yes"	"1"	4034
	"Texas"	"48"	"2023"	"2023"	"No"	"2"	382899
	"Texas"	"48"	"2023"	"2023"	"Unknown or Not Stated"	"9"	1012
	"Texas"	"48"	"2023"	"2023"	"Not Reported"	"10"	0
"Total"	"Texas"	"48"	"2023"	"2023"			387945
"Total"	"Texas"	"48"					5392804
	"Washington"	"53"	"2010"	"2010"	"Yes"	"1"	7876
	"Washington"	"53"	"2010"	"2010"	"No"	"2"	77939
	"Washington"	"53"	"2010"	"2010"	"Unknown or Not Stated"	"9"	724
	"Washington"	"53"	"2010"	"2010"	"Not Reported"	"10"	0
"Total"	"Washington"	"53"	"2010"	"2010"			86539
	"Washington"	"53"	"2011"	"2011"	"Yes"	"1"	7749
	"Washington"	"53"	"2011"	"2011"	"No"	"2"	78749
	"Washington"	"53"	"2011"	"2011"	"Unknown or Not Stated"	"9"	478
	"Washington"	"53"	"2011"	"2011"	"Not Reported"	"10"	0
"Total"	"Washington"	"53"	"2011"	"2011"			86976
	"Washington"	"53"	"2012"	"2012"	"Yes"	"1"	7637
	"Washington"	"53"	"2012"	"2012"	"No"	"2"	79263
	"Washington"	"53"	"2012"	"2012"	"Unknown or Not Stated"	"9"	563
	"Washington"	"53"	"2012"	"2012"	"Not Reported"	"10"	0
"Total"	"Washington"	"53"	"2012"	"2012"			87463
	"Washington"	"53"	"2013"	"2013"	"Yes"	"1"	7295
	"Washington"	"53"	"2013"	"2013"	"No"	"2"	78677
	"Washington"	"53"	"2013"	"2013"	"Unknown or Not Stated"	"9"	605
	"Washington"	"53"	"2013"	"2013"	"Not Reported"	"10"	0
"Total"	"Washington"	"53"	"2013"	"2013"			86577
	"Washington"	"53"	"2014"	"2014"	"Yes"	"1"	7016
	"Washington"	"53"	"2014"	"2014"	"No"	"2"	80839
	"Washington"	"53"	"2014"	"2014"	"Unknown or Not Stated"	"9"	730
	"Washington"	"53"	"2014"	"2014"	"Not Reported"	"10"	0
"Total"	"Washington"	"53"	"2014"	"2014"			88585
	"Washington"	"53"	"2015"	"2015"	"Yes"	"1"	6391
	"Washington"	"53"	"2015"	"2015"	"No"	"2"	81817
	"Washington"	"53"	"2015"	"2015"	"Unknown or Not Stated"	"9"	782
	"Washington"	"53"	"2015"	"2015"	"Not Reported"	"10"	0
"Total"	"Washington"	"53"	"2015"	"2015"			88990
	"Washington"	"53"	"2016"	"2016"	"Yes"	"1"	6204
	"Washington"	"53"	"2016"	"2016"	"No"	"2"	83404
	"Washington"	"53"	"2016"	"2016"	"Unknown or Not Stated"	"9"	897
	"Washington"	"53"	"2016"	"2016"	"Not Reported"	"10"	0
"Total"	"Washington"	"53"	"2016"	"2016"			90505
	"Washington"	"53"	"2017"	"2017"	"Yes"	"1"	5887
	"Washington"	"53"	"2017"	"2017"	"No"	"2"	80506
	"Washington"	"53"	"2017"	"2017"	"Unknown or Not Stated"	"9"	1169
	"Washington"	"53"	"2017"	"2017"	"Not Reported"	"10"	0
"Total"	"Washington"	"53"	"2017"	"2017"			87562
	"Washington"	"53"	"2018"	"2018"	"Yes"	"1"	5091
	"Washington"	"53"	"2018"	"2018"	"No"	"2"	79649
	"Washington"	"53"	"2018"	"2018"	"Unknown or Not Stated"	"9"	1345
	"Washington"	"53"	"2018"	"2018"	"Not Reported"	"10"	0
"Total"	"Washington"	"53"	"2018"	"2018"			86085
	"Washington"	"53"	"2019"	"2019"	"Yes"	"1"	4485
	"Washington"	"53"	"2019"	"2019"	"No"	"2"	78754
	"Washington"	"53"	"2019"	"2019"	"Unknown or Not Stated"	"9"	1656
	"Washington"	"53"	"2019"	"2019"	"Not Reported"	"10"	0
"Total"	"Washington"	"53"	"2019"	"2019"			84895
	"Washington"	"53"	"2020"	"2020"	"Yes"	"1"	4023
	"Washington"	"53"	"2020"	"2020"	"No"	"2"	77360
	"Washington"	"53"	"2020"	"2020"	"Unknown or Not Stated"	"9"	1703
	"Washington"	"53"	"2020"	"2020"	"Not Reported"	"10"	0
"Total"	"Washington"	"53"	"2020"	"2020"			83086
	"Washington"	"53"	"2021"	"2021"	"Yes"	"1"	3295
	"Washington"	"53"	"2021"	"2021"	"No"	"2"	78217
	"Washington"	"53"	"2021"	"2021"	"Unknown or Not Stated"	"9"	2399
	"Washington"	"53"	"2021"	"2021"	"Not Reported"	"10"	0
"Total"	"Washington"	"53"	"2021"	"2021"			83911
	"Washington"	"53"	"2022"	"2022"	"Yes"	"1"	2570
	"Washington"	"53"	"2022"	"2022"	"No"	"2"	78226
	"Washington"	"53"	"2022"	"2022"	"Unknown or Not Stated"	"9"	2537
	"Washington"	"53"	"2022"	"2022"	"Not Reported"	"10"	0
"Total"	"Washington"	"53"	"2022"	"2022"			83333
	"Washington"	"53"	"2023"	"2023"	"Yes"	"1"	2092
	"Washington"	"53"	"2023"	"2023"	"No"	"2"	76843
	"Washington"	"53"	"2023"	"2023"	"Unknown or Not Stated"	"9"	1997
	"Washington"	"53"	"2023"	"2023"	"Not Reported"	"10"	0
"Total"	"Washington"	"53"	"2023"	"2023"			80932
"Total"	"Washington"	"53"					1205439
"Total"							38056009
"---"
"Dataset: Natality, 2007-2023"
"Query Parameters:"
"States: Arizona (04); Arkansas (05); California (06); Florida (12); Georgia (13); Illinois (17); Indiana (18); Maryland (24);"
"Michigan (26); Missouri (29); New Jersey (34); New York (36); North Carolina (37); Ohio (39); Oklahoma (40); Pennsylvania (42);"
"South Carolina (45); Texas (48); Washington (53)"
"Year: 2010; 2011; 2012; 2013; 2014; 2015; 2016; 2017; 2018; 2019; 2020; 2021; 2022; 2023"
"Group By: State; Year; Tobacco Use"
"Show Totals: True"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"Population Option: No populations shown because rates were not selected."
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality.html for more information."
"---"
"Query Date: Mar 26, 2025 3:03:34 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2007-2023, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-current.html on Mar 26, 2025 3:03:34 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. <p> About Maternal Tobacco Use data: Maternal Tobacco Use data have been recoded to ""Not Reported"" for births to mothers"
"residing in a reporting area that used the 1989 U.S. Standard Certificate of Live Birth or did not report Tobacco Use in the"
"specified data year. All reporting areas, except California, routinely collect information on Maternal Tobacco Use, but"
"information from the 2003 revision of the birth certificate is not comparable to the information based on the earlier"
"certificate. The following reporting areas have Maternal Tobacco Use data coded to ""Not Reported"": Alabama 2007-2013; Alaska"
"2007-2012; Arizona 2007-2013; Arkansas 2007-2013; Connecticut 2007-2015; District of Columbia 2007-2009; Florida 2007-2010;"
"Georgia 2007-2010; Hawaii 2007-2014; Illinois 2007-2009; Louisiana 2007-2010; Maine 2007-2013; Maryland 2007-2009; Massachusetts"
"2007-2011; Michigan 2007-2013; Minnesota 2007-2011; Mississippi 2007-2012; Missouri 2007-2009; Montana 2007; Nevada 2007-2009;"
"New Jersey 2007-2015; New Mexico 2007; New York (only counties comprising New York City) 2007; North Carolina 2007-2010;"
"Oklahoma 2007-2009; Oregon 2007; Rhode Island 2007-2014; Utah 2007-2008; Virginia 2007-2012; West Virginia 2007-2013; Wisconsin"
"2007-2010. </p> <p> Note the change from preceding years: Natality data for years 2003-2006 in CDC WONDER reported Tobacco Use"
"data as ""Not Reported"" for the reporting areas that had adopted the 2003 U.S. Standard Certificate of Live Birth. </p>"
