"Notes"	"Census Division"	"Census Division Code"	"Year"	"Year Code"	"Mother's Single Race"	"Mother's Single Race Code"	Births
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"American Indian or Alaska Native"	"1002-5"	894
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"Asian"	"A"	4503
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"Black or African American"	"2054-5"	51675
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	765
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"White"	"2106-3"	165051
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"More than one race"	"M"	4516
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"Unknown or Not Stated"	"UNK"	0
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"Not Available"	"NA"	0
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"Not Reported"	"NR"	0
"Total"	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"			227404
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"American Indian or Alaska Native"	"1002-5"	1072
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"Asian"	"A"	4538
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"Black or African American"	"2054-5"	50730
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	698
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"White"	"2106-3"	165745
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"More than one race"	"M"	4539
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"Unknown or Not Stated"	"UNK"	0
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"Not Available"	"NA"	0
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"Not Reported"	"NR"	0
"Total"	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"			227322
"Total"	"Division 6: East South Central"	"CENS-D6"					3235848
	"Division 7: West South Central"	"CENS-D7"	"2010"	"2010"	"American Indian or Alaska Native"	"1002-5"	Missing Race
	"Division 7: West South Central"	"CENS-D7"	"2010"	"2010"	"Asian"	"A"	Missing Race
	"Division 7: West South Central"	"CENS-D7"	"2010"	"2010"	"Black or African American"	"2054-5"	Missing Race
	"Division 7: West South Central"	"CENS-D7"	"2010"	"2010"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	Missing Race
	"Division 7: West South Central"	"CENS-D7"	"2010"	"2010"	"White"	"2106-3"	Missing Race
	"Division 7: West South Central"	"CENS-D7"	"2010"	"2010"	"More than one race"	"M"	Missing Race
	"Division 7: West South Central"	"CENS-D7"	"2010"	"2010"	"Unknown or Not Stated"	"UNK"	0
	"Division 7: West South Central"	"CENS-D7"	"2010"	"2010"	"Not Available"	"NA"	540275
	"Division 7: West South Central"	"CENS-D7"	"2010"	"2010"	"Not Reported"	"NR"	0
"Total"	"Division 7: West South Central"	"CENS-D7"	"2010"	"2010"			540275
	"Division 7: West South Central"	"CENS-D7"	"2011"	"2011"	"American Indian or Alaska Native"	"1002-5"	Missing Race
	"Division 7: West South Central"	"CENS-D7"	"2011"	"2011"	"Asian"	"A"	Missing Race
	"Division 7: West South Central"	"CENS-D7"	"2011"	"2011"	"Black or African American"	"2054-5"	Missing Race
	"Division 7: West South Central"	"CENS-D7"	"2011"	"2011"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	Missing Race
	"Division 7: West South Central"	"CENS-D7"	"2011"	"2011"	"White"	"2106-3"	Missing Race
	"Division 7: West South Central"	"CENS-D7"	"2011"	"2011"	"More than one race"	"M"	Missing Race
	"Division 7: West South Central"	"CENS-D7"	"2011"	"2011"	"Unknown or Not Stated"	"UNK"	0
	"Division 7: West South Central"	"CENS-D7"	"2011"	"2011"	"Not Available"	"NA"	530320
	"Division 7: West South Central"	"CENS-D7"	"2011"	"2011"	"Not Reported"	"NR"	0
"Total"	"Division 7: West South Central"	"CENS-D7"	"2011"	"2011"			530320
	"Division 7: West South Central"	"CENS-D7"	"2012"	"2012"	"American Indian or Alaska Native"	"1002-5"	Missing Race
	"Division 7: West South Central"	"CENS-D7"	"2012"	"2012"	"Asian"	"A"	Missing Race
	"Division 7: West South Central"	"CENS-D7"	"2012"	"2012"	"Black or African American"	"2054-5"	Missing Race
	"Division 7: West South Central"	"CENS-D7"	"2012"	"2012"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	Missing Race
	"Division 7: West South Central"	"CENS-D7"	"2012"	"2012"	"White"	"2106-3"	Missing Race
	"Division 7: West South Central"	"CENS-D7"	"2012"	"2012"	"More than one race"	"M"	Missing Race
	"Division 7: West South Central"	"CENS-D7"	"2012"	"2012"	"Unknown or Not Stated"	"UNK"	0
	"Division 7: West South Central"	"CENS-D7"	"2012"	"2012"	"Not Available"	"NA"	536467
	"Division 7: West South Central"	"CENS-D7"	"2012"	"2012"	"Not Reported"	"NR"	0
"Total"	"Division 7: West South Central"	"CENS-D7"	"2012"	"2012"			536467
	"Division 7: West South Central"	"CENS-D7"	"2013"	"2013"	"American Indian or Alaska Native"	"1002-5"	Missing Race
	"Division 7: West South Central"	"CENS-D7"	"2013"	"2013"	"Asian"	"A"	Missing Race
	"Division 7: West South Central"	"CENS-D7"	"2013"	"2013"	"Black or African American"	"2054-5"	Missing Race
	"Division 7: West South Central"	"CENS-D7"	"2013"	"2013"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	Missing Race
	"Division 7: West South Central"	"CENS-D7"	"2013"	"2013"	"White"	"2106-3"	Missing Race
	"Division 7: West South Central"	"CENS-D7"	"2013"	"2013"	"More than one race"	"M"	Missing Race
	"Division 7: West South Central"	"CENS-D7"	"2013"	"2013"	"Unknown or Not Stated"	"UNK"	0
	"Division 7: West South Central"	"CENS-D7"	"2013"	"2013"	"Not Available"	"NA"	541742
	"Division 7: West South Central"	"CENS-D7"	"2013"	"2013"	"Not Reported"	"NR"	0
"Total"	"Division 7: West South Central"	"CENS-D7"	"2013"	"2013"			541742
	"Division 7: West South Central"	"CENS-D7"	"2014"	"2014"	"American Indian or Alaska Native"	"1002-5"	Missing Race
	"Division 7: West South Central"	"CENS-D7"	"2014"	"2014"	"Asian"	"A"	Missing Race
	"Division 7: West South Central"	"CENS-D7"	"2014"	"2014"	"Black or African American"	"2054-5"	Missing Race
	"Division 7: West South Central"	"CENS-D7"	"2014"	"2014"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	Missing Race
	"Division 7: West South Central"	"CENS-D7"	"2014"	"2014"	"White"	"2106-3"	Missing Race
	"Division 7: West South Central"	"CENS-D7"	"2014"	"2014"	"More than one race"	"M"	Missing Race
	"Division 7: West South Central"	"CENS-D7"	"2014"	"2014"	"Unknown or Not Stated"	"UNK"	0
	"Division 7: West South Central"	"CENS-D7"	"2014"	"2014"	"Not Available"	"NA"	556113
	"Division 7: West South Central"	"CENS-D7"	"2014"	"2014"	"Not Reported"	"NR"	0
"Total"	"Division 7: West South Central"	"CENS-D7"	"2014"	"2014"			556113
	"Division 7: West South Central"	"CENS-D7"	"2015"	"2015"	"American Indian or Alaska Native"	"1002-5"	Missing Race
	"Division 7: West South Central"	"CENS-D7"	"2015"	"2015"	"Asian"	"A"	Missing Race
	"Division 7: West South Central"	"CENS-D7"	"2015"	"2015"	"Black or African American"	"2054-5"	Missing Race
	"Division 7: West South Central"	"CENS-D7"	"2015"	"2015"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	Missing Race
	"Division 7: West South Central"	"CENS-D7"	"2015"	"2015"	"White"	"2106-3"	Missing Race
	"Division 7: West South Central"	"CENS-D7"	"2015"	"2015"	"More than one race"	"M"	Missing Race
	"Division 7: West South Central"	"CENS-D7"	"2015"	"2015"	"Unknown or Not Stated"	"UNK"	0
	"Division 7: West South Central"	"CENS-D7"	"2015"	"2015"	"Not Available"	"NA"	560318
	"Division 7: West South Central"	"CENS-D7"	"2015"	"2015"	"Not Reported"	"NR"	0
"Total"	"Division 7: West South Central"	"CENS-D7"	"2015"	"2015"			560318
	"Division 7: West South Central"	"CENS-D7"	"2016"	"2016"	"American Indian or Alaska Native"	"1002-5"	7163
	"Division 7: West South Central"	"CENS-D7"	"2016"	"2016"	"Asian"	"A"	26472
	"Division 7: West South Central"	"CENS-D7"	"2016"	"2016"	"Black or African American"	"2054-5"	91969
	"Division 7: West South Central"	"CENS-D7"	"2016"	"2016"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	1369
	"Division 7: West South Central"	"CENS-D7"	"2016"	"2016"	"White"	"2106-3"	415177
	"Division 7: West South Central"	"CENS-D7"	"2016"	"2016"	"More than one race"	"M"	9941
	"Division 7: West South Central"	"CENS-D7"	"2016"	"2016"	"Unknown or Not Stated"	"UNK"	0
	"Division 7: West South Central"	"CENS-D7"	"2016"	"2016"	"Not Available"	"NA"	0
	"Division 7: West South Central"	"CENS-D7"	"2016"	"2016"	"Not Reported"	"NR"	0
"Total"	"Division 7: West South Central"	"CENS-D7"	"2016"	"2016"			552091
	"Division 7: West South Central"	"CENS-D7"	"2017"	"2017"	"American Indian or Alaska Native"	"1002-5"	6718
	"Division 7: West South Central"	"CENS-D7"	"2017"	"2017"	"Asian"	"A"	25964
	"Division 7: West South Central"	"CENS-D7"	"2017"	"2017"	"Black or African American"	"2054-5"	91042
	"Division 7: West South Central"	"CENS-D7"	"2017"	"2017"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	1499
	"Division 7: West South Central"	"CENS-D7"	"2017"	"2017"	"White"	"2106-3"	395743
	"Division 7: West South Central"	"CENS-D7"	"2017"	"2017"	"More than one race"	"M"	9836
	"Division 7: West South Central"	"CENS-D7"	"2017"	"2017"	"Unknown or Not Stated"	"UNK"	0
	"Division 7: West South Central"	"CENS-D7"	"2017"	"2017"	"Not Available"	"NA"	0
	"Division 7: West South Central"	"CENS-D7"	"2017"	"2017"	"Not Reported"	"NR"	0
"Total"	"Division 7: West South Central"	"CENS-D7"	"2017"	"2017"			530802
	"Division 7: West South Central"	"CENS-D7"	"2018"	"2018"	"American Indian or Alaska Native"	"1002-5"	6655
	"Division 7: West South Central"	"CENS-D7"	"2018"	"2018"	"Asian"	"A"	23902
	"Division 7: West South Central"	"CENS-D7"	"2018"	"2018"	"Black or African American"	"2054-5"	86406
	"Division 7: West South Central"	"CENS-D7"	"2018"	"2018"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	1560
	"Division 7: West South Central"	"CENS-D7"	"2018"	"2018"	"White"	"2106-3"	396400
	"Division 7: West South Central"	"CENS-D7"	"2018"	"2018"	"More than one race"	"M"	10134
	"Division 7: West South Central"	"CENS-D7"	"2018"	"2018"	"Unknown or Not Stated"	"UNK"	0
	"Division 7: West South Central"	"CENS-D7"	"2018"	"2018"	"Not Available"	"NA"	0
	"Division 7: West South Central"	"CENS-D7"	"2018"	"2018"	"Not Reported"	"NR"	0
"Total"	"Division 7: West South Central"	"CENS-D7"	"2018"	"2018"			525057
	"Division 7: West South Central"	"CENS-D7"	"2019"	"2019"	"American Indian or Alaska Native"	"1002-5"	6747
	"Division 7: West South Central"	"CENS-D7"	"2019"	"2019"	"Asian"	"A"	23782
	"Division 7: West South Central"	"CENS-D7"	"2019"	"2019"	"Black or African American"	"2054-5"	85622
	"Division 7: West South Central"	"CENS-D7"	"2019"	"2019"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	1760
	"Division 7: West South Central"	"CENS-D7"	"2019"	"2019"	"White"	"2106-3"	393990
	"Division 7: West South Central"	"CENS-D7"	"2019"	"2019"	"More than one race"	"M"	10346
	"Division 7: West South Central"	"CENS-D7"	"2019"	"2019"	"Unknown or Not Stated"	"UNK"	0
	"Division 7: West South Central"	"CENS-D7"	"2019"	"2019"	"Not Available"	"NA"	0
	"Division 7: West South Central"	"CENS-D7"	"2019"	"2019"	"Not Reported"	"NR"	0
"Total"	"Division 7: West South Central"	"CENS-D7"	"2019"	"2019"			522247
	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"American Indian or Alaska Native"	"1002-5"	6417
	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Asian"	"A"	22878
	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Black or African American"	"2054-5"	84139
	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	1729
	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"White"	"2106-3"	382376
	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"More than one race"	"M"	10853
	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Unknown or Not Stated"	"UNK"	0
	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Not Available"	"NA"	0
	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"	"Not Reported"	"NR"	0
"Total"	"Division 7: West South Central"	"CENS-D7"	"2020"	"2020"			508392
	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"American Indian or Alaska Native"	"1002-5"	6791
	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Asian"	"A"	23243
	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Black or African American"	"2054-5"	82915
	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	1732
	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"White"	"2106-3"	389382
	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"More than one race"	"M"	11343
	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Unknown or Not Stated"	"UNK"	0
	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Not Available"	"NA"	0
	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"	"Not Reported"	"NR"	0
"Total"	"Division 7: West South Central"	"CENS-D7"	"2021"	"2021"			515406
	"Division 7: West South Central"	"CENS-D7"	"2022"	"2022"	"American Indian or Alaska Native"	"1002-5"	6742
	"Division 7: West South Central"	"CENS-D7"	"2022"	"2022"	"Asian"	"A"	24938
	"Division 7: West South Central"	"CENS-D7"	"2022"	"2022"	"Black or African American"	"2054-5"	83782
	"Division 7: West South Central"	"CENS-D7"	"2022"	"2022"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	1899
	"Division 7: West South Central"	"CENS-D7"	"2022"	"2022"	"White"	"2106-3"	400392
	"Division 7: West South Central"	"CENS-D7"	"2022"	"2022"	"More than one race"	"M"	12270
	"Division 7: West South Central"	"CENS-D7"	"2022"	"2022"	"Unknown or Not Stated"	"UNK"	0
	"Division 7: West South Central"	"CENS-D7"	"2022"	"2022"	"Not Available"	"NA"	0
	"Division 7: West South Central"	"CENS-D7"	"2022"	"2022"	"Not Reported"	"NR"	0
"Total"	"Division 7: West South Central"	"CENS-D7"	"2022"	"2022"			530023
	"Division 7: West South Central"	"CENS-D7"	"2023"	"2023"	"American Indian or Alaska Native"	"1002-5"	6423
	"Division 7: West South Central"	"CENS-D7"	"2023"	"2023"	"Asian"	"A"	25815
	"Division 7: West South Central"	"CENS-D7"	"2023"	"2023"	"Black or African American"	"2054-5"	82853
	"Division 7: West South Central"	"CENS-D7"	"2023"	"2023"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	1843
	"Division 7: West South Central"	"CENS-D7"	"2023"	"2023"	"White"	"2106-3"	396430
	"Division 7: West South Central"	"CENS-D7"	"2023"	"2023"	"More than one race"	"M"	12681
	"Division 7: West South Central"	"CENS-D7"	"2023"	"2023"	"Unknown or Not Stated"	"UNK"	0
	"Division 7: West South Central"	"CENS-D7"	"2023"	"2023"	"Not Available"	"NA"	0
	"Division 7: West South Central"	"CENS-D7"	"2023"	"2023"	"Not Reported"	"NR"	0
"Total"	"Division 7: West South Central"	"CENS-D7"	"2023"	"2023"			526045
"Total"	"Division 7: West South Central"	"CENS-D7"					7475298
	"Division 8: Mountain"	"CENS-D8"	"2010"	"2010"	"American Indian or Alaska Native"	"1002-5"	Missing Race
	"Division 8: Mountain"	"CENS-D8"	"2010"	"2010"	"Asian"	"A"	Missing Race
	"Division 8: Mountain"	"CENS-D8"	"2010"	"2010"	"Black or African American"	"2054-5"	Missing Race
	"Division 8: Mountain"	"CENS-D8"	"2010"	"2010"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	Missing Race
	"Division 8: Mountain"	"CENS-D8"	"2010"	"2010"	"White"	"2106-3"	Missing Race
	"Division 8: Mountain"	"CENS-D8"	"2010"	"2010"	"More than one race"	"M"	Missing Race
	"Division 8: Mountain"	"CENS-D8"	"2010"	"2010"	"Unknown or Not Stated"	"UNK"	0
	"Division 8: Mountain"	"CENS-D8"	"2010"	"2010"	"Not Available"	"NA"	312688
	"Division 8: Mountain"	"CENS-D8"	"2010"	"2010"	"Not Reported"	"NR"	0
"Total"	"Division 8: Mountain"	"CENS-D8"	"2010"	"2010"			312688
	"Division 8: Mountain"	"CENS-D8"	"2011"	"2011"	"American Indian or Alaska Native"	"1002-5"	Missing Race
	"Division 8: Mountain"	"CENS-D8"	"2011"	"2011"	"Asian"	"A"	Missing Race
	"Division 8: Mountain"	"CENS-D8"	"2011"	"2011"	"Black or African American"	"2054-5"	Missing Race
	"Division 8: Mountain"	"CENS-D8"	"2011"	"2011"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	Missing Race
	"Division 8: Mountain"	"CENS-D8"	"2011"	"2011"	"White"	"2106-3"	Missing Race
	"Division 8: Mountain"	"CENS-D8"	"2011"	"2011"	"More than one race"	"M"	Missing Race
	"Division 8: Mountain"	"CENS-D8"	"2011"	"2011"	"Unknown or Not Stated"	"UNK"	0
	"Division 8: Mountain"	"CENS-D8"	"2011"	"2011"	"Not Available"	"NA"	306179
	"Division 8: Mountain"	"CENS-D8"	"2011"	"2011"	"Not Reported"	"NR"	0
"Total"	"Division 8: Mountain"	"CENS-D8"	"2011"	"2011"			306179
	"Division 8: Mountain"	"CENS-D8"	"2012"	"2012"	"American Indian or Alaska Native"	"1002-5"	Missing Race
	"Division 8: Mountain"	"CENS-D8"	"2012"	"2012"	"Asian"	"A"	Missing Race
	"Division 8: Mountain"	"CENS-D8"	"2012"	"2012"	"Black or African American"	"2054-5"	Missing Race
	"Division 8: Mountain"	"CENS-D8"	"2012"	"2012"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	Missing Race
	"Division 8: Mountain"	"CENS-D8"	"2012"	"2012"	"White"	"2106-3"	Missing Race
	"Division 8: Mountain"	"CENS-D8"	"2012"	"2012"	"More than one race"	"M"	Missing Race
	"Division 8: Mountain"	"CENS-D8"	"2012"	"2012"	"Unknown or Not Stated"	"UNK"	0
	"Division 8: Mountain"	"CENS-D8"	"2012"	"2012"	"Not Available"	"NA"	307725
	"Division 8: Mountain"	"CENS-D8"	"2012"	"2012"	"Not Reported"	"NR"	0
"Total"	"Division 8: Mountain"	"CENS-D8"	"2012"	"2012"			307725
	"Division 8: Mountain"	"CENS-D8"	"2013"	"2013"	"American Indian or Alaska Native"	"1002-5"	Missing Race
	"Division 8: Mountain"	"CENS-D8"	"2013"	"2013"	"Asian"	"A"	Missing Race
	"Division 8: Mountain"	"CENS-D8"	"2013"	"2013"	"Black or African American"	"2054-5"	Missing Race
	"Division 8: Mountain"	"CENS-D8"	"2013"	"2013"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	Missing Race
	"Division 8: Mountain"	"CENS-D8"	"2013"	"2013"	"White"	"2106-3"	Missing Race
	"Division 8: Mountain"	"CENS-D8"	"2013"	"2013"	"More than one race"	"M"	Missing Race
	"Division 8: Mountain"	"CENS-D8"	"2013"	"2013"	"Unknown or Not Stated"	"UNK"	0
	"Division 8: Mountain"	"CENS-D8"	"2013"	"2013"	"Not Available"	"NA"	305352
	"Division 8: Mountain"	"CENS-D8"	"2013"	"2013"	"Not Reported"	"NR"	0
"Total"	"Division 8: Mountain"	"CENS-D8"	"2013"	"2013"			305352
	"Division 8: Mountain"	"CENS-D8"	"2014"	"2014"	"American Indian or Alaska Native"	"1002-5"	Missing Race
	"Division 8: Mountain"	"CENS-D8"	"2014"	"2014"	"Asian"	"A"	Missing Race
	"Division 8: Mountain"	"CENS-D8"	"2014"	"2014"	"Black or African American"	"2054-5"	Missing Race
	"Division 8: Mountain"	"CENS-D8"	"2014"	"2014"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	Missing Race
	"Division 8: Mountain"	"CENS-D8"	"2014"	"2014"	"White"	"2106-3"	Missing Race
	"Division 8: Mountain"	"CENS-D8"	"2014"	"2014"	"More than one race"	"M"	Missing Race
	"Division 8: Mountain"	"CENS-D8"	"2014"	"2014"	"Unknown or Not Stated"	"UNK"	0
	"Division 8: Mountain"	"CENS-D8"	"2014"	"2014"	"Not Available"	"NA"	308788
	"Division 8: Mountain"	"CENS-D8"	"2014"	"2014"	"Not Reported"	"NR"	0
"Total"	"Division 8: Mountain"	"CENS-D8"	"2014"	"2014"			308788
	"Division 8: Mountain"	"CENS-D8"	"2015"	"2015"	"American Indian or Alaska Native"	"1002-5"	Missing Race
	"Division 8: Mountain"	"CENS-D8"	"2015"	"2015"	"Asian"	"A"	Missing Race
	"Division 8: Mountain"	"CENS-D8"	"2015"	"2015"	"Black or African American"	"2054-5"	Missing Race
	"Division 8: Mountain"	"CENS-D8"	"2015"	"2015"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	Missing Race
	"Division 8: Mountain"	"CENS-D8"	"2015"	"2015"	"White"	"2106-3"	Missing Race
	"Division 8: Mountain"	"CENS-D8"	"2015"	"2015"	"More than one race"	"M"	Missing Race
	"Division 8: Mountain"	"CENS-D8"	"2015"	"2015"	"Unknown or Not Stated"	"UNK"	0
	"Division 8: Mountain"	"CENS-D8"	"2015"	"2015"	"Not Available"	"NA"	307999
	"Division 8: Mountain"	"CENS-D8"	"2015"	"2015"	"Not Reported"	"NR"	0
"Total"	"Division 8: Mountain"	"CENS-D8"	"2015"	"2015"			307999
	"Division 8: Mountain"	"CENS-D8"	"2016"	"2016"	"American Indian or Alaska Native"	"1002-5"	11869
	"Division 8: Mountain"	"CENS-D8"	"2016"	"2016"	"Asian"	"A"	11331
	"Division 8: Mountain"	"CENS-D8"	"2016"	"2016"	"Black or African American"	"2054-5"	14362
	"Division 8: Mountain"	"CENS-D8"	"2016"	"2016"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	1371
	"Division 8: Mountain"	"CENS-D8"	"2016"	"2016"	"White"	"2106-3"	257501
	"Division 8: Mountain"	"CENS-D8"	"2016"	"2016"	"More than one race"	"M"	8265
	"Division 8: Mountain"	"CENS-D8"	"2016"	"2016"	"Unknown or Not Stated"	"UNK"	0
	"Division 8: Mountain"	"CENS-D8"	"2016"	"2016"	"Not Available"	"NA"	0
	"Division 8: Mountain"	"CENS-D8"	"2016"	"2016"	"Not Reported"	"NR"	0
"Total"	"Division 8: Mountain"	"CENS-D8"	"2016"	"2016"			304699
	"Division 8: Mountain"	"CENS-D8"	"2017"	"2017"	"American Indian or Alaska Native"	"1002-5"	11408
	"Division 8: Mountain"	"CENS-D8"	"2017"	"2017"	"Asian"	"A"	11321
	"Division 8: Mountain"	"CENS-D8"	"2017"	"2017"	"Black or African American"	"2054-5"	15034
	"Division 8: Mountain"	"CENS-D8"	"2017"	"2017"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	1440
	"Division 8: Mountain"	"CENS-D8"	"2017"	"2017"	"White"	"2106-3"	247629
	"Division 8: Mountain"	"CENS-D8"	"2017"	"2017"	"More than one race"	"M"	8413
	"Division 8: Mountain"	"CENS-D8"	"2017"	"2017"	"Unknown or Not Stated"	"UNK"	0
	"Division 8: Mountain"	"CENS-D8"	"2017"	"2017"	"Not Available"	"NA"	0
	"Division 8: Mountain"	"CENS-D8"	"2017"	"2017"	"Not Reported"	"NR"	0
"Total"	"Division 8: Mountain"	"CENS-D8"	"2017"	"2017"			295245
	"Division 8: Mountain"	"CENS-D8"	"2018"	"2018"	"American Indian or Alaska Native"	"1002-5"	10930
	"Division 8: Mountain"	"CENS-D8"	"2018"	"2018"	"Asian"	"A"	10718
	"Division 8: Mountain"	"CENS-D8"	"2018"	"2018"	"Black or African American"	"2054-5"	15081
	"Division 8: Mountain"	"CENS-D8"	"2018"	"2018"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	1534
	"Division 8: Mountain"	"CENS-D8"	"2018"	"2018"	"White"	"2106-3"	242004
	"Division 8: Mountain"	"CENS-D8"	"2018"	"2018"	"More than one race"	"M"	8749
	"Division 8: Mountain"	"CENS-D8"	"2018"	"2018"	"Unknown or Not Stated"	"UNK"	0
	"Division 8: Mountain"	"CENS-D8"	"2018"	"2018"	"Not Available"	"NA"	0
	"Division 8: Mountain"	"CENS-D8"	"2018"	"2018"	"Not Reported"	"NR"	0
"Total"	"Division 8: Mountain"	"CENS-D8"	"2018"	"2018"			289016
	"Division 8: Mountain"	"CENS-D8"	"2019"	"2019"	"American Indian or Alaska Native"	"1002-5"	10685
	"Division 8: Mountain"	"CENS-D8"	"2019"	"2019"	"Asian"	"A"	10662
	"Division 8: Mountain"	"CENS-D8"	"2019"	"2019"	"Black or African American"	"2054-5"	15222
	"Division 8: Mountain"	"CENS-D8"	"2019"	"2019"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	1582
	"Division 8: Mountain"	"CENS-D8"	"2019"	"2019"	"White"	"2106-3"	239748
	"Division 8: Mountain"	"CENS-D8"	"2019"	"2019"	"More than one race"	"M"	8910
	"Division 8: Mountain"	"CENS-D8"	"2019"	"2019"	"Unknown or Not Stated"	"UNK"	0
	"Division 8: Mountain"	"CENS-D8"	"2019"	"2019"	"Not Available"	"NA"	0
	"Division 8: Mountain"	"CENS-D8"	"2019"	"2019"	"Not Reported"	"NR"	0
"Total"	"Division 8: Mountain"	"CENS-D8"	"2019"	"2019"			286809
	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"American Indian or Alaska Native"	"1002-5"	9922
	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Asian"	"A"	10303
	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Black or African American"	"2054-5"	15346
	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	1566
	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"White"	"2106-3"	231804
	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"More than one race"	"M"	9210
	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Unknown or Not Stated"	"UNK"	0
	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Not Available"	"NA"	0
	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"	"Not Reported"	"NR"	0
"Total"	"Division 8: Mountain"	"CENS-D8"	"2020"	"2020"			278151
	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"American Indian or Alaska Native"	"1002-5"	9369
	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Asian"	"A"	10208
	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Black or African American"	"2054-5"	15067
	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	1536
	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"White"	"2106-3"	236749
	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"More than one race"	"M"	9620
	"Division 8: Mountain"	"CENS-D8"	"2021"	"2021"	"Unknown or Not Stated"	"UNK"	0
