"Notes"	"Census Division"	"Census Division Code"	"Year"	"Year Code"	"Month Prenatal Care Began"	"Month Prenatal Care Began Code"	Births
	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"	"No prenatal care"	"00"	23870
	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"	"1st month"	"01"	35343
	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"	"2nd month"	"02"	235134
	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"	"3rd month"	"03"	240760
	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"	"4th month"	"04"	73551
	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"	"5th month"	"05"	36897
	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"	"6th month"	"06"	22558
	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"	"7th month"	"07"	17772
	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"	"8th month"	"08"	13560
	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"	"9th month"	"09"	5357
	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"	"10th month"	"10"	75
	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"	"Unknown or Not Stated"	"99"	12636
	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"	"Not Reported"	"98"	0
	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"	"No prenatal care"	"00"	2435
	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"	"1st month"	"01"	6683
	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"	"2nd month"	"02"	42423
	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"	"3rd month"	"03"	42881
	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"	"4th month"	"04"	15555
	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"	"5th month"	"05"	7714
	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"	"6th month"	"06"	4444
	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"	"7th month"	"07"	2858
	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"	"8th month"	"08"	1900
	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"	"9th month"	"09"	925
	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"	"10th month"	"10"	131
	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"	"Unknown or Not Stated"	"99"	7330
	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"	"Not Reported"	"98"	100086
	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"	"No prenatal care"	"00"	2132
	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"	"1st month"	"01"	6381
	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"	"2nd month"	"02"	42888
	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"	"3rd month"	"03"	42309
	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"	"4th month"	"04"	15312
	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"	"5th month"	"05"	7705
	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"	"6th month"	"06"	4343
	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"	"7th month"	"07"	2879
	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"	"8th month"	"08"	1951
	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"	"9th month"	"09"	879
	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"	"10th month"	"10"	122
	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"	"Unknown or Not Stated"	"99"	8057
	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"	"Not Reported"	"98"	99214
	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"	"No prenatal care"	"00"	2184
	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"	"1st month"	"01"	6583
	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"	"2nd month"	"02"	43908
	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"	"3rd month"	"03"	43437
	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"	"4th month"	"04"	15661
	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"	"5th month"	"05"	7494
	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"	"6th month"	"06"	4532
	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"	"7th month"	"07"	2866
	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"	"8th month"	"08"	1858
	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"	"9th month"	"09"	817
	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"	"10th month"	"10"	140
	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"	"Unknown or Not Stated"	"99"	6649
	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"	"Not Reported"	"98"	97117
	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"	"No prenatal care"	"00"	2435
	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"	"1st month"	"01"	10680
	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"	"2nd month"	"02"	58789
	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"	"3rd month"	"03"	53945
	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"	"4th month"	"04"	19356
	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"	"5th month"	"05"	9429
	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"	"6th month"	"06"	5549
	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"	"7th month"	"07"	3445
	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"	"8th month"	"08"	2312
	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"	"9th month"	"09"	1091
	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"	"10th month"	"10"	165
	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"	"Unknown or Not Stated"	"99"	7116
	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"	"Not Reported"	"98"	58167
	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"	"No prenatal care"	"00"	4031
	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"	"1st month"	"01"	18121
	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"	"2nd month"	"02"	90016
	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"	"3rd month"	"03"	63921
	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"	"4th month"	"04"	23518
	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"	"5th month"	"05"	12366
	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"	"6th month"	"06"	7001
	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"	"7th month"	"07"	4900
	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"	"8th month"	"08"	3112
	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"	"9th month"	"09"	1110
	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"	"10th month"	"10"	21
	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"	"Unknown or Not Stated"	"99"	7813
	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"	"Not Reported"	"98"	0
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"No prenatal care"	"00"	3476
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"1st month"	"01"	16107
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"2nd month"	"02"	89195
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"3rd month"	"03"	65958
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"4th month"	"04"	23276
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"5th month"	"05"	11988
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"6th month"	"06"	6851
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"7th month"	"07"	4983
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"8th month"	"08"	3218
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"9th month"	"09"	1247
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"10th month"	"10"	12
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Unknown or Not Stated"	"99"	9396
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Not Reported"	"98"	0
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"No prenatal care"	"00"	3624
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"1st month"	"01"	13167
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"2nd month"	"02"	85203
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"3rd month"	"03"	66729
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"4th month"	"04"	22353
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"5th month"	"05"	11436
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"6th month"	"06"	6794
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"7th month"	"07"	5059
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"8th month"	"08"	3326
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"9th month"	"09"	1221
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"10th month"	"10"	16
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Unknown or Not Stated"	"99"	14407
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Not Reported"	"98"	0
	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"	"No prenatal care"	"00"	5233
	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"	"1st month"	"01"	14705
	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"	"2nd month"	"02"	87244
	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"	"3rd month"	"03"	67016
	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"	"4th month"	"04"	21799
	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"	"5th month"	"05"	11307
	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"	"6th month"	"06"	6771
	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"	"7th month"	"07"	5132
	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"	"8th month"	"08"	3311
	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"	"9th month"	"09"	1225
	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"	"10th month"	"10"	24
	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"	"Unknown or Not Stated"	"99"	8299
	"Division 6: East South Central"	"CENS-D6"	"2017"	"2017"	"Not Reported"	"98"	0
	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"	"No prenatal care"	"00"	3931
	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"	"1st month"	"01"	13587
	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"	"2nd month"	"02"	85781
	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"	"3rd month"	"03"	66675
	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"	"4th month"	"04"	21817
	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"	"5th month"	"05"	11231
	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"	"6th month"	"06"	6786
	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"	"7th month"	"07"	5173
	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"	"8th month"	"08"	3459
	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"	"9th month"	"09"	1269
	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"	"10th month"	"10"	23
	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"	"Unknown or Not Stated"	"99"	9702
	"Division 6: East South Central"	"CENS-D6"	"2018"	"2018"	"Not Reported"	"98"	0
	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"	"No prenatal care"	"00"	4408
	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"	"1st month"	"01"	11223
	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"	"2nd month"	"02"	87263
	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"	"3rd month"	"03"	69360
	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"	"4th month"	"04"	22271
	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"	"5th month"	"05"	11659
	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"	"6th month"	"06"	7006
	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"	"7th month"	"07"	5318
	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"	"8th month"	"08"	3675
	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"	"9th month"	"09"	1349
	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"	"10th month"	"10"	19
	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"	"Unknown or Not Stated"	"99"	5219
	"Division 6: East South Central"	"CENS-D6"	"2019"	"2019"	"Not Reported"	"98"	0
	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"No prenatal care"	"00"	4739
	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"1st month"	"01"	9465
	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"2nd month"	"02"	84828
	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"3rd month"	"03"	70472
	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"4th month"	"04"	22230
	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"5th month"	"05"	11374
	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"6th month"	"06"	7122
	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"7th month"	"07"	5252
	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"8th month"	"08"	3558
	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"9th month"	"09"	1272
	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"10th month"	"10"	11
	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"Unknown or Not Stated"	"99"	3154
	"Division 6: East South Central"	"CENS-D6"	"2020"	"2020"	"Not Reported"	"98"	0
	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"No prenatal care"	"00"	5295
	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"1st month"	"01"	8848
	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"2nd month"	"02"	86669
	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"3rd month"	"03"	73365
	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"4th month"	"04"	22231
	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"5th month"	"05"	10894
	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"6th month"	"06"	6452
	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"7th month"	"07"	5120
	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"8th month"	"08"	3577
	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"9th month"	"09"	1331
	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"10th month"	"10"	25
	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Unknown or Not Stated"	"99"	3334
	"Division 6: East South Central"	"CENS-D6"	"2021"	"2021"	"Not Reported"	"98"	0
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"No prenatal care"	"00"	4377
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"1st month"	"01"	8523
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"2nd month"	"02"	85630
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"3rd month"	"03"	72992
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"4th month"	"04"	22263
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"5th month"	"05"	11241
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"6th month"	"06"	6794
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"7th month"	"07"	5514
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"8th month"	"08"	3872
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"9th month"	"09"	1424
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"10th month"	"10"	22
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"Unknown or Not Stated"	"99"	4752
	"Division 6: East South Central"	"CENS-D6"	"2022"	"2022"	"Not Reported"	"98"	0
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"No prenatal care"	"00"	5724
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"1st month"	"01"	7451
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"2nd month"	"02"	83534
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"3rd month"	"03"	75407
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"4th month"	"04"	23369
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"5th month"	"05"	11326
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"6th month"	"06"	6998
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"7th month"	"07"	5699
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"8th month"	"08"	3874
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"9th month"	"09"	1428
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"10th month"	"10"	19
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"Unknown or Not Stated"	"99"	2493
	"Division 6: East South Central"	"CENS-D6"	"2023"	"2023"	"Not Reported"	"98"	0
	"Division 7: West South Central"	"CENS-D7"	"2010"	"2010"	"No prenatal care"	"00"	16625
	"Division 7: West South Central"	"CENS-D7"	"2010"	"2010"	"1st month"	"01"	25352
	"Division 7: West South Central"	"CENS-D7"	"2010"	"2010"	"2nd month"	"02"	114384
	"Division 7: West South Central"	"CENS-D7"	"2010"	"2010"	"3rd month"	"03"	128466
	"Division 7: West South Central"	"CENS-D7"	"2010"	"2010"	"4th month"	"04"	61721
	"Division 7: West South Central"	"CENS-D7"	"2010"	"2010"	"5th month"	"05"	33967
	"Division 7: West South Central"	"CENS-D7"	"2010"	"2010"	"6th month"	"06"	21843
	"Division 7: West South Central"	"CENS-D7"	"2010"	"2010"	"7th month"	"07"	14346
	"Division 7: West South Central"	"CENS-D7"	"2010"	"2010"	"8th month"	"08"	10247
	"Division 7: West South Central"	"CENS-D7"	"2010"	"2010"	"9th month"	"09"	4990
	"Division 7: West South Central"	"CENS-D7"	"2010"	"2010"	"10th month"	"10"	702
	"Division 7: West South Central"	"CENS-D7"	"2010"	"2010"	"Unknown or Not Stated"	"99"	6713
	"Division 7: West South Central"	"CENS-D7"	"2010"	"2010"	"Not Reported"	"98"	100919
	"Division 7: West South Central"	"CENS-D7"	"2011"	"2011"	"No prenatal care"	"00"	16738
	"Division 7: West South Central"	"CENS-D7"	"2011"	"2011"	"1st month"	"01"	31067
	"Division 7: West South Central"	"CENS-D7"	"2011"	"2011"	"2nd month"	"02"	139776
	"Division 7: West South Central"	"CENS-D7"	"2011"	"2011"	"3rd month"	"03"	145217
	"Division 7: West South Central"	"CENS-D7"	"2011"	"2011"	"4th month"	"04"	65663
	"Division 7: West South Central"	"CENS-D7"	"2011"	"2011"	"5th month"	"05"	34123
	"Division 7: West South Central"	"CENS-D7"	"2011"	"2011"	"6th month"	"06"	20911
	"Division 7: West South Central"	"CENS-D7"	"2011"	"2011"	"7th month"	"07"	13991
	"Division 7: West South Central"	"CENS-D7"	"2011"	"2011"	"8th month"	"08"	10013
	"Division 7: West South Central"	"CENS-D7"	"2011"	"2011"	"9th month"	"09"	4989
	"Division 7: West South Central"	"CENS-D7"	"2011"	"2011"	"10th month"	"10"	691
	"Division 7: West South Central"	"CENS-D7"	"2011"	"2011"	"Unknown or Not Stated"	"99"	8426
	"Division 7: West South Central"	"CENS-D7"	"2011"	"2011"	"Not Reported"	"98"	38715
	"Division 7: West South Central"	"CENS-D7"	"2012"	"2012"	"No prenatal care"	"00"	16654
	"Division 7: West South Central"	"CENS-D7"	"2012"	"2012"	"1st month"	"01"	30812
	"Division 7: West South Central"	"CENS-D7"	"2012"	"2012"	"2nd month"	"02"	139049
	"Division 7: West South Central"	"CENS-D7"	"2012"	"2012"	"3rd month"	"03"	148951
	"Division 7: West South Central"	"CENS-D7"	"2012"	"2012"	"4th month"	"04"	65769
	"Division 7: West South Central"	"CENS-D7"	"2012"	"2012"	"5th month"	"05"	34241
	"Division 7: West South Central"	"CENS-D7"	"2012"	"2012"	"6th month"	"06"	21134
	"Division 7: West South Central"	"CENS-D7"	"2012"	"2012"	"7th month"	"07"	14262
	"Division 7: West South Central"	"CENS-D7"	"2012"	"2012"	"8th month"	"08"	10400
	"Division 7: West South Central"	"CENS-D7"	"2012"	"2012"	"9th month"	"09"	5362
	"Division 7: West South Central"	"CENS-D7"	"2012"	"2012"	"10th month"	"10"	721
	"Division 7: West South Central"	"CENS-D7"	"2012"	"2012"	"Unknown or Not Stated"	"99"	10765
	"Division 7: West South Central"	"CENS-D7"	"2012"	"2012"	"Not Reported"	"98"	38347
	"Division 7: West South Central"	"CENS-D7"	"2013"	"2013"	"No prenatal care"	"00"	16636
	"Division 7: West South Central"	"CENS-D7"	"2013"	"2013"	"1st month"	"01"	28721
	"Division 7: West South Central"	"CENS-D7"	"2013"	"2013"	"2nd month"	"02"	138011
	"Division 7: West South Central"	"CENS-D7"	"2013"	"2013"	"3rd month"	"03"	151536
	"Division 7: West South Central"	"CENS-D7"	"2013"	"2013"	"4th month"	"04"	66322
	"Division 7: West South Central"	"CENS-D7"	"2013"	"2013"	"5th month"	"05"	34628
	"Division 7: West South Central"	"CENS-D7"	"2013"	"2013"	"6th month"	"06"	21064
	"Division 7: West South Central"	"CENS-D7"	"2013"	"2013"	"7th month"	"07"	14170
	"Division 7: West South Central"	"CENS-D7"	"2013"	"2013"	"8th month"	"08"	10581
	"Division 7: West South Central"	"CENS-D7"	"2013"	"2013"	"9th month"	"09"	5499
	"Division 7: West South Central"	"CENS-D7"	"2013"	"2013"	"10th month"	"10"	762
	"Division 7: West South Central"	"CENS-D7"	"2013"	"2013"	"Unknown or Not Stated"	"99"	15980
	"Division 7: West South Central"	"CENS-D7"	"2013"	"2013"	"Not Reported"	"98"	37832
	"Division 7: West South Central"	"CENS-D7"	"2014"	"2014"	"No prenatal care"	"00"	17284
	"Division 7: West South Central"	"CENS-D7"	"2014"	"2014"	"1st month"	"01"	39974
	"Division 7: West South Central"	"CENS-D7"	"2014"	"2014"	"2nd month"	"02"	175014
	"Division 7: West South Central"	"CENS-D7"	"2014"	"2014"	"3rd month"	"03"	150187
	"Division 7: West South Central"	"CENS-D7"	"2014"	"2014"	"4th month"	"04"	64583
	"Division 7: West South Central"	"CENS-D7"	"2014"	"2014"	"5th month"	"05"	35091
	"Division 7: West South Central"	"CENS-D7"	"2014"	"2014"	"6th month"	"06"	21554
	"Division 7: West South Central"	"CENS-D7"	"2014"	"2014"	"7th month"	"07"	16265
	"Division 7: West South Central"	"CENS-D7"	"2014"	"2014"	"8th month"	"08"	11493
	"Division 7: West South Central"	"CENS-D7"	"2014"	"2014"	"9th month"	"09"	4648
	"Division 7: West South Central"	"CENS-D7"	"2014"	"2014"	"10th month"	"10"	64
	"Division 7: West South Central"	"CENS-D7"	"2014"	"2014"	"Unknown or Not Stated"	"99"	19956
	"Division 7: West South Central"	"CENS-D7"	"2014"	"2014"	"Not Reported"	"98"	0
	"Division 7: West South Central"	"CENS-D7"	"2015"	"2015"	"No prenatal care"	"00"	16166
	"Division 7: West South Central"	"CENS-D7"	"2015"	"2015"	"1st month"	"01"	39003
	"Division 7: West South Central"	"CENS-D7"	"2015"	"2015"	"2nd month"	"02"	178551
	"Division 7: West South Central"	"CENS-D7"	"2015"	"2015"	"3rd month"	"03"	156290
	"Division 7: West South Central"	"CENS-D7"	"2015"	"2015"	"4th month"	"04"	64677
	"Division 7: West South Central"	"CENS-D7"	"2015"	"2015"	"5th month"	"05"	34279
	"Division 7: West South Central"	"CENS-D7"	"2015"	"2015"	"6th month"	"06"	20670
	"Division 7: West South Central"	"CENS-D7"	"2015"	"2015"	"7th month"	"07"	15854
	"Division 7: West South Central"	"CENS-D7"	"2015"	"2015"	"8th month"	"08"	12165
	"Division 7: West South Central"	"CENS-D7"	"2015"	"2015"	"9th month"	"09"	4841
	"Division 7: West South Central"	"CENS-D7"	"2015"	"2015"	"10th month"	"10"	60
	"Division 7: West South Central"	"CENS-D7"	"2015"	"2015"	"Unknown or Not Stated"	"99"	17762
	"Division 7: West South Central"	"CENS-D7"	"2015"	"2015"	"Not Reported"	"98"	0
	"Division 7: West South Central"	"CENS-D7"	"2016"	"2016"	"No prenatal care"	"00"	17126
	"Division 7: West South Central"	"CENS-D7"	"2016"	"2016"	"1st month"	"01"	36318
	"Division 7: West South Central"	"CENS-D7"	"2016"	"2016"	"2nd month"	"02"	176794
	"Division 7: West South Central"	"CENS-D7"	"2016"	"2016"	"3rd month"	"03"	155423
	"Division 7: West South Central"	"CENS-D7"	"2016"	"2016"	"4th month"	"04"	62235
	"Division 7: West South Central"	"CENS-D7"	"2016"	"2016"	"5th month"	"05"	33477
	"Division 7: West South Central"	"CENS-D7"	"2016"	"2016"	"6th month"	"06"	21225
	"Division 7: West South Central"	"CENS-D7"	"2016"	"2016"	"7th month"	"07"	17675
	"Division 7: West South Central"	"CENS-D7"	"2016"	"2016"	"8th month"	"08"	12613
	"Division 7: West South Central"	"CENS-D7"	"2016"	"2016"	"9th month"	"09"	5014
	"Division 7: West South Central"	"CENS-D7"	"2016"	"2016"	"10th month"	"10"	58
	"Division 7: West South Central"	"CENS-D7"	"2016"	"2016"	"Unknown or Not Stated"	"99"	14133
	"Division 7: West South Central"	"CENS-D7"	"2016"	"2016"	"Not Reported"	"98"	0
	"Division 7: West South Central"	"CENS-D7"	"2017"	"2017"	"No prenatal care"	"00"	16836
	"Division 7: West South Central"	"CENS-D7"	"2017"	"2017"	"1st month"	"01"	36020
	"Division 7: West South Central"	"CENS-D7"	"2017"	"2017"	"2nd month"	"02"	176370
	"Division 7: West South Central"	"CENS-D7"	"2017"	"2017"	"3rd month"	"03"	151381
	"Division 7: West South Central"	"CENS-D7"	"2017"	"2017"	"4th month"	"04"	57980
	"Division 7: West South Central"	"CENS-D7"	"2017"	"2017"	"5th month"	"05"	30780
	"Division 7: West South Central"	"CENS-D7"	"2017"	"2017"	"6th month"	"06"	18640
	"Division 7: West South Central"	"CENS-D7"	"2017"	"2017"	"7th month"	"07"	16048
	"Division 7: West South Central"	"CENS-D7"	"2017"	"2017"	"8th month"	"08"	11339
	"Division 7: West South Central"	"CENS-D7"	"2017"	"2017"	"9th month"	"09"	4859
	"Division 7: West South Central"	"CENS-D7"	"2017"	"2017"	"10th month"	"10"	55
	"Division 7: West South Central"	"CENS-D7"	"2017"	"2017"	"Unknown or Not Stated"	"99"	10494
	"Division 7: West South Central"	"CENS-D7"	"2017"	"2017"	"Not Reported"	"98"	0
	"Division 7: West South Central"	"CENS-D7"	"2018"	"2018"	"No prenatal care"	"00"	14983
	"Division 7: West South Central"	"CENS-D7"	"2018"	"2018"	"1st month"	"01"	34446
	"Division 7: West South Central"	"CENS-D7"	"2018"	"2018"	"2nd month"	"02"	179191
