"Notes"	"Census Division"	"Census Division Code"	"Year"	"Year Code"	"Medical Attendant"	"Medical Attendant Code"	Births
	"Division 9: Pacific"	"CENS-D9"	"2013"	"2013"	"Other Midwife"	"4"	6844
	"Division 9: Pacific"	"CENS-D9"	"2013"	"2013"	"Other"	"5"	6251
	"Division 9: Pacific"	"CENS-D9"	"2013"	"2013"	"Unknown or not stated"	"9"	369
	"Division 9: Pacific"	"CENS-D9"	"2013"	"2013"	"Not Reported"	"100"	0
	"Division 9: Pacific"	"CENS-D9"	"2014"	"2014"	"Doctor of Medicine(MD)"	"1"	553899
	"Division 9: Pacific"	"CENS-D9"	"2014"	"2014"	"Doctor of Osteopathy(DO)"	"2"	32245
	"Division 9: Pacific"	"CENS-D9"	"2014"	"2014"	"Certified Nurse Midwife(CNM/CM)"	"3"	66864
	"Division 9: Pacific"	"CENS-D9"	"2014"	"2014"	"Other Midwife"	"4"	7385
	"Division 9: Pacific"	"CENS-D9"	"2014"	"2014"	"Other"	"5"	6138
	"Division 9: Pacific"	"CENS-D9"	"2014"	"2014"	"Unknown or not stated"	"9"	431
	"Division 9: Pacific"	"CENS-D9"	"2014"	"2014"	"Not Reported"	"100"	0
	"Division 9: Pacific"	"CENS-D9"	"2015"	"2015"	"Doctor of Medicine(MD)"	"1"	537045
	"Division 9: Pacific"	"CENS-D9"	"2015"	"2015"	"Doctor of Osteopathy(DO)"	"2"	33764
	"Division 9: Pacific"	"CENS-D9"	"2015"	"2015"	"Certified Nurse Midwife(CNM/CM)"	"3"	69125
	"Division 9: Pacific"	"CENS-D9"	"2015"	"2015"	"Other Midwife"	"4"	7649
	"Division 9: Pacific"	"CENS-D9"	"2015"	"2015"	"Other"	"5"	7993
	"Division 9: Pacific"	"CENS-D9"	"2015"	"2015"	"Unknown or not stated"	"9"	519
	"Division 9: Pacific"	"CENS-D9"	"2015"	"2015"	"Not Reported"	"100"	0
	"Division 9: Pacific"	"CENS-D9"	"2016"	"2016"	"Doctor of Medicine(MD)"	"1"	528846
	"Division 9: Pacific"	"CENS-D9"	"2016"	"2016"	"Doctor of Osteopathy(DO)"	"2"	36938
	"Division 9: Pacific"	"CENS-D9"	"2016"	"2016"	"Certified Nurse Midwife(CNM/CM)"	"3"	69188
	"Division 9: Pacific"	"CENS-D9"	"2016"	"2016"	"Other Midwife"	"4"	7401
	"Division 9: Pacific"	"CENS-D9"	"2016"	"2016"	"Other"	"5"	11314
	"Division 9: Pacific"	"CENS-D9"	"2016"	"2016"	"Unknown or not stated"	"9"	448
	"Division 9: Pacific"	"CENS-D9"	"2016"	"2016"	"Not Reported"	"100"	0
	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"	"Doctor of Medicine(MD)"	"1"	504401
	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"	"Doctor of Osteopathy(DO)"	"2"	38037
	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"	"Certified Nurse Midwife(CNM/CM)"	"3"	70133
	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"	"Other Midwife"	"4"	6858
	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"	"Other"	"5"	10911
	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"	"Unknown or not stated"	"9"	473
	"Division 9: Pacific"	"CENS-D9"	"2017"	"2017"	"Not Reported"	"100"	0
	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"	"Doctor of Medicine(MD)"	"1"	481968
	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"	"Doctor of Osteopathy(DO)"	"2"	39170
	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"	"Certified Nurse Midwife(CNM/CM)"	"3"	71679
	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"	"Other Midwife"	"4"	7101
	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"	"Other"	"5"	9894
	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"	"Unknown or not stated"	"9"	439
	"Division 9: Pacific"	"CENS-D9"	"2018"	"2018"	"Not Reported"	"100"	0
	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"	"Doctor of Medicine(MD)"	"1"	466038
	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"	"Doctor of Osteopathy(DO)"	"2"	45499
	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"	"Certified Nurse Midwife(CNM/CM)"	"3"	73498
	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"	"Other Midwife"	"4"	7141
	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"	"Other"	"5"	7133
	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"	"Unknown or not stated"	"9"	542
	"Division 9: Pacific"	"CENS-D9"	"2019"	"2019"	"Not Reported"	"100"	0
	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Doctor of Medicine(MD)"	"1"	433474
	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Doctor of Osteopathy(DO)"	"2"	47396
	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Certified Nurse Midwife(CNM/CM)"	"3"	74586
	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Other Midwife"	"4"	8375
	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Other"	"5"	4047
	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Unknown or not stated"	"9"	541
	"Division 9: Pacific"	"CENS-D9"	"2020"	"2020"	"Not Reported"	"100"	0
	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Doctor of Medicine(MD)"	"1"	431194
	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Doctor of Osteopathy(DO)"	"2"	48750
	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Certified Nurse Midwife(CNM/CM)"	"3"	76025
	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Other Midwife"	"4"	9277
	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Other"	"5"	4404
	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Unknown or not stated"	"9"	770
	"Division 9: Pacific"	"CENS-D9"	"2021"	"2021"	"Not Reported"	"100"	0
	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"	"Doctor of Medicine(MD)"	"1"	427186
	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"	"Doctor of Osteopathy(DO)"	"2"	48935
	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"	"Certified Nurse Midwife(CNM/CM)"	"3"	75967
	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"	"Other Midwife"	"4"	9594
	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"	"Other"	"5"	4374
	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"	"Unknown or not stated"	"9"	768
	"Division 9: Pacific"	"CENS-D9"	"2022"	"2022"	"Not Reported"	"100"	0
	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"	"Doctor of Medicine(MD)"	"1"	403534
	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"	"Doctor of Osteopathy(DO)"	"2"	49284
	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"	"Certified Nurse Midwife(CNM/CM)"	"3"	75631
	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"	"Other Midwife"	"4"	9538
	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"	"Other"	"5"	4460
	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"	"Unknown or not stated"	"9"	714
	"Division 9: Pacific"	"CENS-D9"	"2023"	"2023"	"Not Reported"	"100"	0
"---"
"Dataset: Natality, 2007-2023"
"Query Parameters:"
"Year: 2010; 2011; 2012; 2013; 2014; 2015; 2016; 2017; 2018; 2019; 2020; 2021; 2022; 2023"
"Group By: Census Division; Year; Medical Attendant"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: False"
"Calculate Rates Per: 1,000"
"Population Option: No populations shown because rates were not selected."
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality.html for more information."
"---"
"Query Date: Mar 20, 2025 4:55:49 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2007-2023, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-current.html on Mar 20, 2025 4:55:49 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with suppressed Births are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
