"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Medical Attendant"	"Medical Attendant Code"	Births
	"New Jersey"	"34"	"2020"	"2020"	"Doctor of Medicine(MD)"	"1"	76470
	"New Jersey"	"34"	"2020"	"2020"	"Doctor of Osteopathy(DO)"	"2"	11533
	"New Jersey"	"34"	"2020"	"2020"	"Certified Nurse Midwife(CNM/CM)"	"3"	9115
	"New Jersey"	"34"	"2020"	"2020"	"Other Midwife"	"4"	179
	"New Jersey"	"34"	"2020"	"2020"	"Other"	"5"	630
	"New Jersey"	"34"	"2020"	"2020"	"Unknown or not stated"	"9"	27
	"New Jersey"	"34"	"2020"	"2020"	"Not Reported"	"100"	0
	"New Jersey"	"34"	"2021"	"2021"	"Doctor of Medicine(MD)"	"1"	76173
	"New Jersey"	"34"	"2021"	"2021"	"Doctor of Osteopathy(DO)"	"2"	11676
	"New Jersey"	"34"	"2021"	"2021"	"Certified Nurse Midwife(CNM/CM)"	"3"	9865
	"New Jersey"	"34"	"2021"	"2021"	"Other Midwife"	"4"	418
	"New Jersey"	"34"	"2021"	"2021"	"Other"	"5"	3347
	"New Jersey"	"34"	"2021"	"2021"	"Unknown or not stated"	"9"	18
	"New Jersey"	"34"	"2021"	"2021"	"Not Reported"	"100"	0
	"New Jersey"	"34"	"2022"	"2022"	"Doctor of Medicine(MD)"	"1"	77144
	"New Jersey"	"34"	"2022"	"2022"	"Doctor of Osteopathy(DO)"	"2"	14188
	"New Jersey"	"34"	"2022"	"2022"	"Certified Nurse Midwife(CNM/CM)"	"3"	10765
	"New Jersey"	"34"	"2022"	"2022"	"Other Midwife"	"4"	300
	"New Jersey"	"34"	"2022"	"2022"	"Other"	"5"	491
	"New Jersey"	"34"	"2022"	"2022"	"Not Reported"	"100"	0
	"New Jersey"	"34"	"2023"	"2023"	"Doctor of Medicine(MD)"	"1"	73784
	"New Jersey"	"34"	"2023"	"2023"	"Doctor of Osteopathy(DO)"	"2"	15382
	"New Jersey"	"34"	"2023"	"2023"	"Certified Nurse Midwife(CNM/CM)"	"3"	11028
	"New Jersey"	"34"	"2023"	"2023"	"Other Midwife"	"4"	38
	"New Jersey"	"34"	"2023"	"2023"	"Other"	"5"	769
	"New Jersey"	"34"	"2023"	"2023"	"Unknown or not stated"	"9"	0
	"New Jersey"	"34"	"2023"	"2023"	"Not Reported"	"100"	0
	"New York"	"36"	"2010"	"2010"	"Doctor of Medicine(MD)"	"1"	209100
	"New York"	"36"	"2010"	"2010"	"Doctor of Osteopathy(DO)"	"2"	8934
	"New York"	"36"	"2010"	"2010"	"Certified Nurse Midwife(CNM/CM)"	"3"	24858
	"New York"	"36"	"2010"	"2010"	"Other Midwife"	"4"	15
	"New York"	"36"	"2010"	"2010"	"Other"	"5"	1410
	"New York"	"36"	"2010"	"2010"	"Unknown or not stated"	"9"	58
	"New York"	"36"	"2010"	"2010"	"Not Reported"	"100"	0
	"New York"	"36"	"2011"	"2011"	"Doctor of Medicine(MD)"	"1"	206007
	"New York"	"36"	"2011"	"2011"	"Doctor of Osteopathy(DO)"	"2"	9396
	"New York"	"36"	"2011"	"2011"	"Certified Nurse Midwife(CNM/CM)"	"3"	24425
	"New York"	"36"	"2011"	"2011"	"Other Midwife"	"4"	14
	"New York"	"36"	"2011"	"2011"	"Other"	"5"	1367
	"New York"	"36"	"2011"	"2011"	"Unknown or not stated"	"9"	103
	"New York"	"36"	"2011"	"2011"	"Not Reported"	"100"	0
	"New York"	"36"	"2012"	"2012"	"Doctor of Medicine(MD)"	"1"	204901
	"New York"	"36"	"2012"	"2012"	"Doctor of Osteopathy(DO)"	"2"	10321
	"New York"	"36"	"2012"	"2012"	"Certified Nurse Midwife(CNM/CM)"	"3"	24109
	"New York"	"36"	"2012"	"2012"	"Other Midwife"	"4"	14
	"New York"	"36"	"2012"	"2012"	"Other"	"5"	1425
	"New York"	"36"	"2012"	"2012"	"Unknown or not stated"	"9"	146
	"New York"	"36"	"2012"	"2012"	"Not Reported"	"100"	0
	"New York"	"36"	"2013"	"2013"	"Doctor of Medicine(MD)"	"1"	200038
	"New York"	"36"	"2013"	"2013"	"Doctor of Osteopathy(DO)"	"2"	11223
	"New York"	"36"	"2013"	"2013"	"Certified Nurse Midwife(CNM/CM)"	"3"	23978
	"New York"	"36"	"2013"	"2013"	"Other Midwife"	"4"	13
	"New York"	"36"	"2013"	"2013"	"Other"	"5"	1603
	"New York"	"36"	"2013"	"2013"	"Unknown or not stated"	"9"	125
	"New York"	"36"	"2013"	"2013"	"Not Reported"	"100"	0
	"New York"	"36"	"2014"	"2014"	"Doctor of Medicine(MD)"	"1"	200174
	"New York"	"36"	"2014"	"2014"	"Doctor of Osteopathy(DO)"	"2"	12237
	"New York"	"36"	"2014"	"2014"	"Certified Nurse Midwife(CNM/CM)"	"3"	24629
	"New York"	"36"	"2014"	"2014"	"Other"	"5"	1579
	"New York"	"36"	"2014"	"2014"	"Unknown or not stated"	"9"	146
	"New York"	"36"	"2014"	"2014"	"Not Reported"	"100"	0
	"New York"	"36"	"2015"	"2015"	"Doctor of Medicine(MD)"	"1"	195890
	"New York"	"36"	"2015"	"2015"	"Doctor of Osteopathy(DO)"	"2"	14122
	"New York"	"36"	"2015"	"2015"	"Certified Nurse Midwife(CNM/CM)"	"3"	25305
	"New York"	"36"	"2015"	"2015"	"Other"	"5"	1816
	"New York"	"36"	"2015"	"2015"	"Unknown or not stated"	"9"	133
	"New York"	"36"	"2015"	"2015"	"Not Reported"	"100"	0
	"New York"	"36"	"2016"	"2016"	"Doctor of Medicine(MD)"	"1"	192694
	"New York"	"36"	"2016"	"2016"	"Doctor of Osteopathy(DO)"	"2"	14576
	"New York"	"36"	"2016"	"2016"	"Certified Nurse Midwife(CNM/CM)"	"3"	25147
	"New York"	"36"	"2016"	"2016"	"Other Midwife"	"4"	13
	"New York"	"36"	"2016"	"2016"	"Other"	"5"	1731
	"New York"	"36"	"2016"	"2016"	"Unknown or not stated"	"9"	122
	"New York"	"36"	"2016"	"2016"	"Not Reported"	"100"	0
	"New York"	"36"	"2017"	"2017"	"Doctor of Medicine(MD)"	"1"	189696
	"New York"	"36"	"2017"	"2017"	"Doctor of Osteopathy(DO)"	"2"	14381
	"New York"	"36"	"2017"	"2017"	"Certified Nurse Midwife(CNM/CM)"	"3"	23750
	"New York"	"36"	"2017"	"2017"	"Other Midwife"	"4"	13
	"New York"	"36"	"2017"	"2017"	"Other"	"5"	1767
	"New York"	"36"	"2017"	"2017"	"Unknown or not stated"	"9"	130
	"New York"	"36"	"2017"	"2017"	"Not Reported"	"100"	0
	"New York"	"36"	"2018"	"2018"	"Doctor of Medicine(MD)"	"1"	187729
	"New York"	"36"	"2018"	"2018"	"Doctor of Osteopathy(DO)"	"2"	13928
	"New York"	"36"	"2018"	"2018"	"Certified Nurse Midwife(CNM/CM)"	"3"	22684
	"New York"	"36"	"2018"	"2018"	"Other Midwife"	"4"	21
	"New York"	"36"	"2018"	"2018"	"Other"	"5"	1752
	"New York"	"36"	"2018"	"2018"	"Unknown or not stated"	"9"	124
	"New York"	"36"	"2018"	"2018"	"Not Reported"	"100"	0
	"New York"	"36"	"2019"	"2019"	"Doctor of Medicine(MD)"	"1"	182529
	"New York"	"36"	"2019"	"2019"	"Doctor of Osteopathy(DO)"	"2"	13881
	"New York"	"36"	"2019"	"2019"	"Certified Nurse Midwife(CNM/CM)"	"3"	23260
	"New York"	"36"	"2019"	"2019"	"Other Midwife"	"4"	15
	"New York"	"36"	"2019"	"2019"	"Other"	"5"	1713
	"New York"	"36"	"2019"	"2019"	"Unknown or not stated"	"9"	141
	"New York"	"36"	"2019"	"2019"	"Not Reported"	"100"	0
	"New York"	"36"	"2020"	"2020"	"Doctor of Medicine(MD)"	"1"	170892
	"New York"	"36"	"2020"	"2020"	"Doctor of Osteopathy(DO)"	"2"	13970
	"New York"	"36"	"2020"	"2020"	"Certified Nurse Midwife(CNM/CM)"	"3"	22514
	"New York"	"36"	"2020"	"2020"	"Other Midwife"	"4"	56
	"New York"	"36"	"2020"	"2020"	"Other"	"5"	1751
	"New York"	"36"	"2020"	"2020"	"Unknown or not stated"	"9"	155
	"New York"	"36"	"2020"	"2020"	"Not Reported"	"100"	0
	"New York"	"36"	"2021"	"2021"	"Doctor of Medicine(MD)"	"1"	170724
	"New York"	"36"	"2021"	"2021"	"Doctor of Osteopathy(DO)"	"2"	15055
	"New York"	"36"	"2021"	"2021"	"Certified Nurse Midwife(CNM/CM)"	"3"	22985
	"New York"	"36"	"2021"	"2021"	"Other Midwife"	"4"	142
	"New York"	"36"	"2021"	"2021"	"Other"	"5"	1664
	"New York"	"36"	"2021"	"2021"	"Unknown or not stated"	"9"	172
	"New York"	"36"	"2021"	"2021"	"Not Reported"	"100"	0
	"New York"	"36"	"2022"	"2022"	"Doctor of Medicine(MD)"	"1"	166608
	"New York"	"36"	"2022"	"2022"	"Doctor of Osteopathy(DO)"	"2"	16644
	"New York"	"36"	"2022"	"2022"	"Certified Nurse Midwife(CNM/CM)"	"3"	22788
	"New York"	"36"	"2022"	"2022"	"Other Midwife"	"4"	42
	"New York"	"36"	"2022"	"2022"	"Other"	"5"	1549
	"New York"	"36"	"2022"	"2022"	"Unknown or not stated"	"9"	143
	"New York"	"36"	"2022"	"2022"	"Not Reported"	"100"	0
	"New York"	"36"	"2023"	"2023"	"Doctor of Medicine(MD)"	"1"	161930
	"New York"	"36"	"2023"	"2023"	"Doctor of Osteopathy(DO)"	"2"	16157
	"New York"	"36"	"2023"	"2023"	"Certified Nurse Midwife(CNM/CM)"	"3"	23656
	"New York"	"36"	"2023"	"2023"	"Other Midwife"	"4"	147
	"New York"	"36"	"2023"	"2023"	"Other"	"5"	1557
	"New York"	"36"	"2023"	"2023"	"Unknown or not stated"	"9"	165
	"New York"	"36"	"2023"	"2023"	"Not Reported"	"100"	0
	"North Carolina"	"37"	"2010"	"2010"	"Doctor of Medicine(MD)"	"1"	105997
	"North Carolina"	"37"	"2010"	"2010"	"Doctor of Osteopathy(DO)"	"2"	1963
	"North Carolina"	"37"	"2010"	"2010"	"Certified Nurse Midwife(CNM/CM)"	"3"	13632
	"North Carolina"	"37"	"2010"	"2010"	"Other Midwife"	"4"	121
	"North Carolina"	"37"	"2010"	"2010"	"Other"	"5"	566
	"North Carolina"	"37"	"2010"	"2010"	"Unknown or not stated"	"9"	71
	"North Carolina"	"37"	"2010"	"2010"	"Not Reported"	"100"	0
	"North Carolina"	"37"	"2011"	"2011"	"Doctor of Medicine(MD)"	"1"	101688
	"North Carolina"	"37"	"2011"	"2011"	"Doctor of Osteopathy(DO)"	"2"	2742
	"North Carolina"	"37"	"2011"	"2011"	"Certified Nurse Midwife(CNM/CM)"	"3"	14815
	"North Carolina"	"37"	"2011"	"2011"	"Other Midwife"	"4"	124
	"North Carolina"	"37"	"2011"	"2011"	"Other"	"5"	726
	"North Carolina"	"37"	"2011"	"2011"	"Unknown or not stated"	"9"	294
	"North Carolina"	"37"	"2011"	"2011"	"Not Reported"	"100"	0
	"North Carolina"	"37"	"2012"	"2012"	"Doctor of Medicine(MD)"	"1"	101011
	"North Carolina"	"37"	"2012"	"2012"	"Doctor of Osteopathy(DO)"	"2"	2723
	"North Carolina"	"37"	"2012"	"2012"	"Certified Nurse Midwife(CNM/CM)"	"3"	14933
	"North Carolina"	"37"	"2012"	"2012"	"Other Midwife"	"4"	134
	"North Carolina"	"37"	"2012"	"2012"	"Other"	"5"	725
	"North Carolina"	"37"	"2012"	"2012"	"Unknown or not stated"	"9"	305
	"North Carolina"	"37"	"2012"	"2012"	"Not Reported"	"100"	0
	"North Carolina"	"37"	"2013"	"2013"	"Doctor of Medicine(MD)"	"1"	100274
	"North Carolina"	"37"	"2013"	"2013"	"Doctor of Osteopathy(DO)"	"2"	2781
	"North Carolina"	"37"	"2013"	"2013"	"Certified Nurse Midwife(CNM/CM)"	"3"	14977
	"North Carolina"	"37"	"2013"	"2013"	"Other Midwife"	"4"	148
	"North Carolina"	"37"	"2013"	"2013"	"Other"	"5"	751
	"North Carolina"	"37"	"2013"	"2013"	"Unknown or not stated"	"9"	71
	"North Carolina"	"37"	"2013"	"2013"	"Not Reported"	"100"	0
	"North Carolina"	"37"	"2014"	"2014"	"Doctor of Medicine(MD)"	"1"	100633
	"North Carolina"	"37"	"2014"	"2014"	"Doctor of Osteopathy(DO)"	"2"	3485
	"North Carolina"	"37"	"2014"	"2014"	"Certified Nurse Midwife(CNM/CM)"	"3"	16037
	"North Carolina"	"37"	"2014"	"2014"	"Other Midwife"	"4"	125
	"North Carolina"	"37"	"2014"	"2014"	"Other"	"5"	592
	"North Carolina"	"37"	"2014"	"2014"	"Unknown or not stated"	"9"	103
	"North Carolina"	"37"	"2014"	"2014"	"Not Reported"	"100"	0
	"North Carolina"	"37"	"2015"	"2015"	"Doctor of Medicine(MD)"	"1"	100670
	"North Carolina"	"37"	"2015"	"2015"	"Doctor of Osteopathy(DO)"	"2"	4272
	"North Carolina"	"37"	"2015"	"2015"	"Certified Nurse Midwife(CNM/CM)"	"3"	14907
	"North Carolina"	"37"	"2015"	"2015"	"Other Midwife"	"4"	106
	"North Carolina"	"37"	"2015"	"2015"	"Other"	"5"	670
	"North Carolina"	"37"	"2015"	"2015"	"Unknown or not stated"	"9"	218
	"North Carolina"	"37"	"2015"	"2015"	"Not Reported"	"100"	0
	"North Carolina"	"37"	"2016"	"2016"	"Doctor of Medicine(MD)"	"1"	100547
	"North Carolina"	"37"	"2016"	"2016"	"Doctor of Osteopathy(DO)"	"2"	4514
	"North Carolina"	"37"	"2016"	"2016"	"Certified Nurse Midwife(CNM/CM)"	"3"	14855
	"North Carolina"	"37"	"2016"	"2016"	"Other Midwife"	"4"	87
	"North Carolina"	"37"	"2016"	"2016"	"Other"	"5"	561
	"North Carolina"	"37"	"2016"	"2016"	"Unknown or not stated"	"9"	215
	"North Carolina"	"37"	"2016"	"2016"	"Not Reported"	"100"	0
	"North Carolina"	"37"	"2017"	"2017"	"Doctor of Medicine(MD)"	"1"	98944
	"North Carolina"	"37"	"2017"	"2017"	"Doctor of Osteopathy(DO)"	"2"	4273
	"North Carolina"	"37"	"2017"	"2017"	"Certified Nurse Midwife(CNM/CM)"	"3"	15718
	"North Carolina"	"37"	"2017"	"2017"	"Other Midwife"	"4"	164
	"North Carolina"	"37"	"2017"	"2017"	"Other"	"5"	593
	"North Carolina"	"37"	"2017"	"2017"	"Unknown or not stated"	"9"	433
	"North Carolina"	"37"	"2017"	"2017"	"Not Reported"	"100"	0
	"North Carolina"	"37"	"2018"	"2018"	"Doctor of Medicine(MD)"	"1"	97354
	"North Carolina"	"37"	"2018"	"2018"	"Doctor of Osteopathy(DO)"	"2"	4805
	"North Carolina"	"37"	"2018"	"2018"	"Certified Nurse Midwife(CNM/CM)"	"3"	15012
	"North Carolina"	"37"	"2018"	"2018"	"Other Midwife"	"4"	427
	"North Carolina"	"37"	"2018"	"2018"	"Other"	"5"	964
	"North Carolina"	"37"	"2018"	"2018"	"Unknown or not stated"	"9"	392
	"North Carolina"	"37"	"2018"	"2018"	"Not Reported"	"100"	0
	"North Carolina"	"37"	"2019"	"2019"	"Doctor of Medicine(MD)"	"1"	95141
	"North Carolina"	"37"	"2019"	"2019"	"Doctor of Osteopathy(DO)"	"2"	5409
	"North Carolina"	"37"	"2019"	"2019"	"Certified Nurse Midwife(CNM/CM)"	"3"	15664
	"North Carolina"	"37"	"2019"	"2019"	"Other Midwife"	"4"	633
	"North Carolina"	"37"	"2019"	"2019"	"Other"	"5"	1322
	"North Carolina"	"37"	"2019"	"2019"	"Unknown or not stated"	"9"	556
	"North Carolina"	"37"	"2019"	"2019"	"Not Reported"	"100"	0
	"North Carolina"	"37"	"2020"	"2020"	"Doctor of Medicine(MD)"	"1"	92353
	"North Carolina"	"37"	"2020"	"2020"	"Doctor of Osteopathy(DO)"	"2"	5962
	"North Carolina"	"37"	"2020"	"2020"	"Certified Nurse Midwife(CNM/CM)"	"3"	16412
	"North Carolina"	"37"	"2020"	"2020"	"Other Midwife"	"4"	556
	"North Carolina"	"37"	"2020"	"2020"	"Other"	"5"	1291
	"North Carolina"	"37"	"2020"	"2020"	"Unknown or not stated"	"9"	156
	"North Carolina"	"37"	"2020"	"2020"	"Not Reported"	"100"	0
	"North Carolina"	"37"	"2021"	"2021"	"Doctor of Medicine(MD)"	"1"	94385
	"North Carolina"	"37"	"2021"	"2021"	"Doctor of Osteopathy(DO)"	"2"	5897
	"North Carolina"	"37"	"2021"	"2021"	"Certified Nurse Midwife(CNM/CM)"	"3"	17961
	"North Carolina"	"37"	"2021"	"2021"	"Other Midwife"	"4"	524
	"North Carolina"	"37"	"2021"	"2021"	"Other"	"5"	1312
	"North Carolina"	"37"	"2021"	"2021"	"Unknown or not stated"	"9"	387
	"North Carolina"	"37"	"2021"	"2021"	"Not Reported"	"100"	0
	"North Carolina"	"37"	"2022"	"2022"	"Doctor of Medicine(MD)"	"1"	94758
	"North Carolina"	"37"	"2022"	"2022"	"Doctor of Osteopathy(DO)"	"2"	6447
	"North Carolina"	"37"	"2022"	"2022"	"Certified Nurse Midwife(CNM/CM)"	"3"	17879
	"North Carolina"	"37"	"2022"	"2022"	"Other Midwife"	"4"	544
	"North Carolina"	"37"	"2022"	"2022"	"Other"	"5"	1194
	"North Carolina"	"37"	"2022"	"2022"	"Unknown or not stated"	"9"	740
	"North Carolina"	"37"	"2022"	"2022"	"Not Reported"	"100"	0
	"North Carolina"	"37"	"2023"	"2023"	"Doctor of Medicine(MD)"	"1"	91914
	"North Carolina"	"37"	"2023"	"2023"	"Doctor of Osteopathy(DO)"	"2"	7084
	"North Carolina"	"37"	"2023"	"2023"	"Certified Nurse Midwife(CNM/CM)"	"3"	18697
	"North Carolina"	"37"	"2023"	"2023"	"Other Midwife"	"4"	752
	"North Carolina"	"37"	"2023"	"2023"	"Other"	"5"	1460
	"North Carolina"	"37"	"2023"	"2023"	"Unknown or not stated"	"9"	175
	"North Carolina"	"37"	"2023"	"2023"	"Not Reported"	"100"	0
	"Ohio"	"39"	"2010"	"2010"	"Doctor of Medicine(MD)"	"1"	109456
	"Ohio"	"39"	"2010"	"2010"	"Doctor of Osteopathy(DO)"	"2"	18553
	"Ohio"	"39"	"2010"	"2010"	"Certified Nurse Midwife(CNM/CM)"	"3"	9426
	"Ohio"	"39"	"2010"	"2010"	"Other Midwife"	"4"	779
	"Ohio"	"39"	"2010"	"2010"	"Other"	"5"	909
	"Ohio"	"39"	"2010"	"2010"	"Not Reported"	"100"	0
	"Ohio"	"39"	"2011"	"2011"	"Doctor of Medicine(MD)"	"1"	107730
	"Ohio"	"39"	"2011"	"2011"	"Doctor of Osteopathy(DO)"	"2"	18836
	"Ohio"	"39"	"2011"	"2011"	"Certified Nurse Midwife(CNM/CM)"	"3"	9569
	"Ohio"	"39"	"2011"	"2011"	"Other Midwife"	"4"	778
	"Ohio"	"39"	"2011"	"2011"	"Other"	"5"	1000
	"Ohio"	"39"	"2011"	"2011"	"Not Reported"	"100"	0
	"Ohio"	"39"	"2012"	"2012"	"Doctor of Medicine(MD)"	"1"	107522
	"Ohio"	"39"	"2012"	"2012"	"Doctor of Osteopathy(DO)"	"2"	19004
	"Ohio"	"39"	"2012"	"2012"	"Certified Nurse Midwife(CNM/CM)"	"3"	10039
	"Ohio"	"39"	"2012"	"2012"	"Other Midwife"	"4"	897
	"Ohio"	"39"	"2012"	"2012"	"Other"	"5"	1014
	"Ohio"	"39"	"2012"	"2012"	"Not Reported"	"100"	0
	"Ohio"	"39"	"2013"	"2013"	"Doctor of Medicine(MD)"	"1"	107814
	"Ohio"	"39"	"2013"	"2013"	"Doctor of Osteopathy(DO)"	"2"	19563
	"Ohio"	"39"	"2013"	"2013"	"Certified Nurse Midwife(CNM/CM)"	"3"	9444
	"Ohio"	"39"	"2013"	"2013"	"Other Midwife"	"4"	1021
	"Ohio"	"39"	"2013"	"2013"	"Other"	"5"	1087
	"Ohio"	"39"	"2013"	"2013"	"Not Reported"	"100"	0
	"Ohio"	"39"	"2014"	"2014"	"Doctor of Medicine(MD)"	"1"	107692
	"Ohio"	"39"	"2014"	"2014"	"Doctor of Osteopathy(DO)"	"2"	19967
	"Ohio"	"39"	"2014"	"2014"	"Certified Nurse Midwife(CNM/CM)"	"3"	9727
	"Ohio"	"39"	"2014"	"2014"	"Other Midwife"	"4"	1022
	"Ohio"	"39"	"2014"	"2014"	"Other"	"5"	1052
	"Ohio"	"39"	"2014"	"2014"	"Not Reported"	"100"	0
	"Ohio"	"39"	"2015"	"2015"	"Doctor of Medicine(MD)"	"1"	105775
	"Ohio"	"39"	"2015"	"2015"	"Doctor of Osteopathy(DO)"	"2"	20897
	"Ohio"	"39"	"2015"	"2015"	"Certified Nurse Midwife(CNM/CM)"	"3"	10345
	"Ohio"	"39"	"2015"	"2015"	"Other Midwife"	"4"	1070
	"Ohio"	"39"	"2015"	"2015"	"Other"	"5"	1168
	"Ohio"	"39"	"2015"	"2015"	"Not Reported"	"100"	0
	"Ohio"	"39"	"2016"	"2016"	"Doctor of Medicine(MD)"	"1"	103092
	"Ohio"	"39"	"2016"	"2016"	"Doctor of Osteopathy(DO)"	"2"	22263
	"Ohio"	"39"	"2016"	"2016"	"Certified Nurse Midwife(CNM/CM)"	"3"	10594
	"Ohio"	"39"	"2016"	"2016"	"Other Midwife"	"4"	1062
	"Ohio"	"39"	"2016"	"2016"	"Other"	"5"	1059
	"Ohio"	"39"	"2016"	"2016"	"Unknown or not stated"	"9"	15
	"Ohio"	"39"	"2016"	"2016"	"Not Reported"	"100"	0
	"Ohio"	"39"	"2017"	"2017"	"Doctor of Medicine(MD)"	"1"	100250
	"Ohio"	"39"	"2017"	"2017"	"Doctor of Osteopathy(DO)"	"2"	23229
	"Ohio"	"39"	"2017"	"2017"	"Certified Nurse Midwife(CNM/CM)"	"3"	11134
	"Ohio"	"39"	"2017"	"2017"	"Other Midwife"	"4"	1365
	"Ohio"	"39"	"2017"	"2017"	"Other"	"5"	838
	"Ohio"	"39"	"2017"	"2017"	"Unknown or not stated"	"9"	16
	"Ohio"	"39"	"2017"	"2017"	"Not Reported"	"100"	0
	"Ohio"	"39"	"2018"	"2018"	"Doctor of Medicine(MD)"	"1"	98361
	"Ohio"	"39"	"2018"	"2018"	"Doctor of Osteopathy(DO)"	"2"	23066
	"Ohio"	"39"	"2018"	"2018"	"Certified Nurse Midwife(CNM/CM)"	"3"	11498
	"Ohio"	"39"	"2018"	"2018"	"Other Midwife"	"4"	1388
	"Ohio"	"39"	"2018"	"2018"	"Other"	"5"	809
	"Ohio"	"39"	"2018"	"2018"	"Unknown or not stated"	"9"	12
	"Ohio"	"39"	"2018"	"2018"	"Not Reported"	"100"	0
	"Ohio"	"39"	"2019"	"2019"	"Doctor of Medicine(MD)"	"1"	96884
	"Ohio"	"39"	"2019"	"2019"	"Doctor of Osteopathy(DO)"	"2"	23443
	"Ohio"	"39"	"2019"	"2019"	"Certified Nurse Midwife(CNM/CM)"	"3"	11863
	"Ohio"	"39"	"2019"	"2019"	"Other Midwife"	"4"	1452
	"Ohio"	"39"	"2019"	"2019"	"Other"	"5"	810
	"Ohio"	"39"	"2019"	"2019"	"Not Reported"	"100"	0
	"Ohio"	"39"	"2020"	"2020"	"Doctor of Medicine(MD)"	"1"	92077
	"Ohio"	"39"	"2020"	"2020"	"Doctor of Osteopathy(DO)"	"2"	23060
	"Ohio"	"39"	"2020"	"2020"	"Certified Nurse Midwife(CNM/CM)"	"3"	11549
	"Ohio"	"39"	"2020"	"2020"	"Other Midwife"	"4"	1541
	"Ohio"	"39"	"2020"	"2020"	"Other"	"5"	952
	"Ohio"	"39"	"2020"	"2020"	"Unknown or not stated"	"9"	12
	"Ohio"	"39"	"2020"	"2020"	"Not Reported"	"100"	0
	"Ohio"	"39"	"2021"	"2021"	"Doctor of Medicine(MD)"	"1"	92418
	"Ohio"	"39"	"2021"	"2021"	"Doctor of Osteopathy(DO)"	"2"	22453
	"Ohio"	"39"	"2021"	"2021"	"Certified Nurse Midwife(CNM/CM)"	"3"	12083
	"Ohio"	"39"	"2021"	"2021"	"Other Midwife"	"4"	1694
	"Ohio"	"39"	"2021"	"2021"	"Other"	"5"	1122
	"Ohio"	"39"	"2021"	"2021"	"Unknown or not stated"	"9"	21
	"Ohio"	"39"	"2021"	"2021"	"Not Reported"	"100"	0
	"Ohio"	"39"	"2022"	"2022"	"Doctor of Medicine(MD)"	"1"	89715
	"Ohio"	"39"	"2022"	"2022"	"Doctor of Osteopathy(DO)"	"2"	22786
	"Ohio"	"39"	"2022"	"2022"	"Certified Nurse Midwife(CNM/CM)"	"3"	12625
	"Ohio"	"39"	"2022"	"2022"	"Other Midwife"	"4"	1825
	"Ohio"	"39"	"2022"	"2022"	"Other"	"5"	1247
	"Ohio"	"39"	"2022"	"2022"	"Unknown or not stated"	"9"	33
	"Ohio"	"39"	"2022"	"2022"	"Not Reported"	"100"	0
	"Ohio"	"39"	"2023"	"2023"	"Doctor of Medicine(MD)"	"1"	86308
	"Ohio"	"39"	"2023"	"2023"	"Doctor of Osteopathy(DO)"	"2"	23257
	"Ohio"	"39"	"2023"	"2023"	"Certified Nurse Midwife(CNM/CM)"	"3"	14253
	"Ohio"	"39"	"2023"	"2023"	"Other Midwife"	"4"	2110
	"Ohio"	"39"	"2023"	"2023"	"Other"	"5"	943
	"Ohio"	"39"	"2023"	"2023"	"Unknown or not stated"	"9"	25
	"Ohio"	"39"	"2023"	"2023"	"Not Reported"	"100"	0
	"Oklahoma"	"40"	"2010"	"2010"	"Doctor of Medicine(MD)"	"1"	39405
	"Oklahoma"	"40"	"2010"	"2010"	"Doctor of Osteopathy(DO)"	"2"	10883
	"Oklahoma"	"40"	"2010"	"2010"	"Certified Nurse Midwife(CNM/CM)"	"3"	2495
	"Oklahoma"	"40"	"2010"	"2010"	"Other Midwife"	"4"	209
	"Oklahoma"	"40"	"2010"	"2010"	"Other"	"5"	244
	"Oklahoma"	"40"	"2010"	"2010"	"Not Reported"	"100"	0
	"Oklahoma"	"40"	"2011"	"2011"	"Doctor of Medicine(MD)"	"1"	38179
	"Oklahoma"	"40"	"2011"	"2011"	"Doctor of Osteopathy(DO)"	"2"	11395
	"Oklahoma"	"40"	"2011"	"2011"	"Certified Nurse Midwife(CNM/CM)"	"3"	2266
	"Oklahoma"	"40"	"2011"	"2011"	"Other Midwife"	"4"	188
	"Oklahoma"	"40"	"2011"	"2011"	"Other"	"5"	243
	"Oklahoma"	"40"	"2011"	"2011"	"Not Reported"	"100"	0
	"Oklahoma"	"40"	"2012"	"2012"	"Doctor of Medicine(MD)"	"1"	37703
	"Oklahoma"	"40"	"2012"	"2012"	"Doctor of Osteopathy(DO)"	"2"	12566
	"Oklahoma"	"40"	"2012"	"2012"	"Certified Nurse Midwife(CNM/CM)"	"3"	2017
	"Oklahoma"	"40"	"2012"	"2012"	"Other Midwife"	"4"	205
	"Oklahoma"	"40"	"2012"	"2012"	"Other"	"5"	257
	"Oklahoma"	"40"	"2012"	"2012"	"Not Reported"	"100"	0
	"Oklahoma"	"40"	"2013"	"2013"	"Doctor of Medicine(MD)"	"1"	37154
	"Oklahoma"	"40"	"2013"	"2013"	"Doctor of Osteopathy(DO)"	"2"	13624
	"Oklahoma"	"40"	"2013"	"2013"	"Certified Nurse Midwife(CNM/CM)"	"3"	2157
	"Oklahoma"	"40"	"2013"	"2013"	"Other Midwife"	"4"	133
	"Oklahoma"	"40"	"2013"	"2013"	"Other"	"5"	299
	"Oklahoma"	"40"	"2013"	"2013"	"Not Reported"	"100"	0
	"Oklahoma"	"40"	"2014"	"2014"	"Doctor of Medicine(MD)"	"1"	35852
